1		0.0747377
2		0.0788503
3		0.0829552
4		0.0894213
5		0.0929861
6		0.0935108
7		0.0994059
8		0.103171
9		0.0998765
10		0.102639
11		0.103951
12		0.105648
13		0.106265
14		0.108673
15		0.108704
16		0.110185
17		0.111373
18		0.111019
19		0.114259
20		0.116404
21		0.116497
22		0.119105
23		0.120772
24		0.12316
25		0.125293
26		0.126304
27		0.129394
28		0.130201
29		0.132731
30		0.132971
31		0.133588
32		0.135177
33		0.136813
34		0.138102
35		0.136644
36		0.138607
37		0.137731
38		0.139452
39		0.139082
40		0.138642
41		0.140093
42		0.14054
43		0.140988
44		0.140505
45		0.140544
46		0.141555
47		0.139753
48		0.137392
49		0.142106
50		0.143279
51		0.144514
52		0.14767
53		0.150448
54		0.151034
55		0.154776
56		0.157477
57		0.158873
58		0.162627
59		0.164144
60		0.164522
61		0.167141
62		0.164614
63		0.163916
64		0.162554
65		0.161497
66		0.160702
67		0.161134
68		0.159985
69		0.161412
70		0.16164
71		0.163202
72		0.163546
73		0.165208
74		0.16838
75		0.167639
76		0.16961
77		0.167276
78		0.170069
79		0.172631
80		0.173588
81		0.175139
82		0.17794
83		0.184375
84		0.18537
85		0.190687
86		0.19615
87		0.198881
88		0.203823
89		0.210502
90		0.211921
91		0.21858
92		0.219267
93		0.220964
94		0.220177
95		0.215764
96		0.216709
97		0.222257
98		0.221979
99		0.221115
100		0.220282
101		0.217226
102		0.21539
103		0.214819
104		0.212936
105		0.212365
106		0.210868
107		0.214036
108		0.215791
109		0.216316
110		0.223831
111		0.223275
112		0.225992
113		0.230282
114		0.228619
115		0.234406
116		0.236775
117		0.23961
118		0.242566
119		0.241771
120		0.242431
121		0.244938
122		0.241798
123		0.241898
124		0.246393
125		0.246593
126		0.247465
127		0.246466
128		0.247982
129		0.249001
130		0.252504
131		0.254294
132		0.254495
133		0.255174
134		0.255127
135		0.257137
136		0.257215
137		0.260648
138		0.258291
139		0.258854
140		0.260795
141		0.260343
142		0.259306
143		0.259877
144		0.26162
145		0.253059
146		0.255336
147		0.257701
148		0.255216
149		0.251289
150		0.253596
151		0.2539
152		0.254282
153		0.254753
154		0.254637
155		0.254745
156		0.254552
157		0.251759
158		0.248094
159		0.247068
160		0.246127
161		0.245363
162		0.246227
163		0.244487
164		0.245934
165		0.245085
166		0.243881
167		0.243634
168		0.24326
169		0.241281
170		0.242967
171		0.242431
172		0.239606
173		0.239005
174		0.238912
175		0.237199
176		0.238843
177		0.237816
178		0.237369
179		0.237114
180		0.235949
181		0.237106
182		0.235934
183		0.236609
184		0.236057
185		0.23456
186		0.23402
187		0.230829
188		0.233245
189		0.234498
190		0.235201
191		0.234414
192		0.234174
193		0.232693
194		0.233951
195		0.241397
196		0.24392
197		0.242701
198		0.243125
199		0.242153
200		0.241705
201		0.241975
202		0.239853
203		0.237647
204		0.239907
205		0.240617
206		0.242245
207		0.241065
208		0.240401
209		0.240309
210		0.240586
211		0.23902
212		0.239668
213		0.238893
214		0.237446
215		0.238356
216		0.239012
217		0.239105
218		0.240266
219		0.241362
220		0.230671
221		0.230903
222		0.230085
223		0.232361
224		0.231775
225		0.232963
226		0.232554
227		0.235571
228		0.233627
229		0.232608
230		0.234321
231		0.23338
232		0.232647
233		0.235864
234		0.23436
235		0.234336
236		0.234522
237		0.235401
238		0.233627
239		0.231921
240		0.233279
241		0.229745
242		0.231852
243		0.233079
244		0.232708
245		0.234433
246		0.234232
247		0.234653
248		0.232643
249		0.234834
250		0.235135
251		0.233214
252		0.234182
253		0.233584
254		0.232527
255		0.233245
256		0.23397
257		0.235347
258		0.233056
259		0.233719
260		0.232214
261		0.232006
262		0.231906
263		0.230694
264		0.230872
265		0.23142
266		0.232593
267		0.230648
268		0.232631
269		0.232485
270		0.228152
271		0.228268
272		0.228503
273		0.228538
274		0.230394
275		0.232631
276		0.233299
277		0.236165
278		0.23983
279		0.239167
280		0.241817
281		0.246026
282		0.246478
283		0.248943
284		0.252504
285		0.252604
286		0.254595
287		0.252265
288		0.251366
289		0.249178
290		0.246825
291		0.245602
292		0.245521
293		0.245127
294		0.245737
295		0.238657
296		0.236995
297		0.23762
298		0.238943
299		0.237681
300		0.236647
301		0.236956
302		0.236181
303		0.235918
304		0.233495
305		0.23299
306		0.23255
307		0.233418
308		0.234059
309		0.232998
310		0.233661
311		0.233218
312		0.233272
313		0.233796
314		0.23446
315		0.232377
316		0.232284
317		0.232222
318		0.230849
319		0.229792
320		0.23522
321		0.234641
322		0.234035
323		0.235309
324		0.234973
325		0.235467
326		0.233684
327		0.234803
328		0.234201
329		0.234865
330		0.234888
331		0.234479
332		0.234896
333		0.235089
334		0.234201
335		0.233924
336		0.232631
337		0.234174
338		0.23483
339		0.233765
340		0.237662
341		0.238063
342		0.239483
343		0.240347
344		0.240548
345		0.234182
346		0.235748
347		0.240162
348		0.239653
349		0.239529
350		0.239792
351		0.240417
352		0.238665
353		0.238835
354		0.239846
355		0.238434
356		0.241362
357		0.240467
358		0.240374
359		0.241015
360		0.241451
361		0.241744
362		0.24267
363		0.241767
364		0.239842
365		0.242323
366		0.241308
367		0.240571
368		0.239228
369		0.23946
370		0.24017
371		0.240972
372		0.240478
373		0.241898
374		0.242384
375		0.240903
376		0.240363
377		0.242195
378		0.241798
379		0.240459
380		0.241836
381		0.242353
382		0.245224
383		0.244761
384		0.248194
385		0.248519
386		0.251435
387		0.253295
388		0.254452
389		0.255934
390		0.255563
391		0.254576
392		0.256489
393		0.256736
394		0.257924
395		0.253252
396		0.254217
397		0.255405
398		0.25581
399		0.255239
400		0.255583
401		0.255104
402		0.256651
403		0.259911
404		0.265922
405		0.266636
406		0.273376
407		0.279032
408		0.281593
409		0.289008
410		0.295093
411		0.300374
412		0.306632
413		0.310764
414		0.314823
415		0.318441
416		0.326057
417		0.327978
418		0.334116
419		0.337527
420		0.339306
421		0.34647
422		0.350417
423		0.353603
424		0.360096
425		0.367778
426		0.369167
427		0.37402
428		0.380008
429		0.382793
430		0.386825
431		0.391705
432		0.39512
433		0.400174
434		0.405679
435		0.406223
436		0.40701
437		0.4125
438		0.411914
439		0.41608
440		0.416937
441		0.415721
442		0.418638
443		0.421188
444		0.422805
445		0.416065
446		0.414348
447		0.419992
448		0.420193
449		0.425949
450		0.425694
451		0.428086
452		0.432022
453		0.431208
454		0.434491
455		0.436042
456		0.4374
457		0.439853
458		0.443403
459		0.443233
