0.066609, 0.014910, 0.000000
0.133218, 0.023103, 0.004755
0.199828, 0.031622, 0.009532
0.266437, 0.041377, 0.015144
0.333046, 0.051035, 0.022540
0.399655, 0.060519, 0.029810
0.466264, 0.070676, 0.038306
0.532873, 0.081471, 0.047717
0.599483, 0.091426, 0.056191
0.666092, 0.094316, 0.064389
0.732701, 0.096444, 0.070309
0.799310, 0.099128, 0.075324
0.865919, 0.100364, 0.079976
0.932529, 0.102337, 0.083242
0.999138, 0.104019, 0.085255
1.065747, 0.105325, 0.086233
1.132356, 0.106176, 0.086521
1.198965, 0.106912, 0.085888
1.265574, 0.108407, 0.085544
1.332184, 0.109668, 0.086402
1.398793, 0.110971, 0.085959
1.465402, 0.112173, 0.084720
1.532011, 0.113796, 0.084032
1.598620, 0.115437, 0.082250
1.665230, 0.117017, 0.080835
1.731839, 0.118957, 0.079920
1.798448, 0.121086, 0.078770
1.865057, 0.122398, 0.077531
1.931666, 0.124725, 0.076566
1.998275, 0.126477, 0.074762
2.064885, 0.128412, 0.073855
2.131494, 0.129701, 0.073940
2.198103, 0.131356, 0.073758
2.264712, 0.132670, 0.074056
2.331321, 0.133721, 0.074532
2.397930, 0.134574, 0.074599
2.464540, 0.135600, 0.075008
2.531149, 0.136673, 0.075435
2.597758, 0.137406, 0.075460
2.664367, 0.138138, 0.075813
2.730976, 0.138848, 0.075424
2.797586, 0.138928, 0.074776
2.864195, 0.139510, 0.074384
2.930804, 0.140027, 0.073577
2.997413, 0.139740, 0.073179
3.064022, 0.140549, 0.072668
3.130631, 0.140364, 0.072272
3.197241, 0.139867, 0.070764
3.263850, 0.140681, 0.070137
3.330459, 0.141037, 0.069853
3.397068, 0.141762, 0.068562
3.463677, 0.142816, 0.068505
3.530287, 0.144017, 0.068093
3.596896, 0.145533, 0.067026
3.663505, 0.147152, 0.066582
3.730114, 0.149176, 0.066355
3.796723, 0.151493, 0.065897
3.863332, 0.153851, 0.066622
3.929942, 0.155959, 0.067025
3.996551, 0.158087, 0.067105
4.063160, 0.160198, 0.067165
4.129769, 0.161373, 0.067628
4.196378, 0.162611, 0.067233
4.262988, 0.163266, 0.067674
4.329597, 0.163894, 0.067730
4.396206, 0.164153, 0.067687
4.462815, 0.163631, 0.067366
4.529424, 0.163282, 0.066804
4.596033, 0.163115, 0.065543
4.662643, 0.162730, 0.064921
4.729252, 0.162453, 0.064870
4.795861, 0.162507, 0.064098
4.862470, 0.162536, 0.062111
4.929079, 0.163272, 0.060916
4.995689, 0.163806, 0.059307
5.062298, 0.164513, 0.058048
5.128907, 0.165076, 0.056784
5.195516, 0.166531, 0.054514
5.262125, 0.167405, 0.052363
5.328734, 0.168789, 0.051460
5.395344, 0.169951, 0.050210
5.461953, 0.171442, 0.049702
5.528562, 0.173664, 0.050302
5.595171, 0.175545, 0.050633
5.661780, 0.178613, 0.052568
5.728390, 0.181610, 0.055259
5.794999, 0.184267, 0.058378
5.861608, 0.187738, 0.063111
5.928217, 0.191960, 0.067519
5.994826, 0.196029, 0.071491
6.061435, 0.200324, 0.077370
6.128045, 0.203747, 0.081790
6.194654, 0.207344, 0.085781
6.261263, 0.209889, 0.089718
6.327872, 0.211446, 0.096006
6.394481, 0.213529, 0.100836
6.461090, 0.215914, 0.104446
6.527700, 0.217434, 0.107639
6.594309, 0.217688, 0.109670
6.660918, 0.217912, 0.110623
6.727527, 0.217323, 0.111731
6.794136, 0.216802, 0.111616
6.860746, 0.216437, 0.109368
6.927355, 0.216244, 0.106970
6.993964, 0.215471, 0.102532
7.060573, 0.214162, 0.099035
7.127182, 0.213363, 0.096303
7.193791, 0.213019, 0.093388
7.260401, 0.212855, 0.091383
7.327010, 0.214165, 0.090440
7.393619, 0.215054, 0.089086
7.460228, 0.216421, 0.089390
7.526837, 0.218191, 0.090473
7.593447, 0.220093, 0.091497
7.660056, 0.222981, 0.093610
7.726665, 0.226062, 0.095424
7.793274, 0.228745, 0.097113
7.859883, 0.231526, 0.098369
7.926492, 0.233688, 0.100448
7.993102, 0.235809, 0.103292
8.059711, 0.238094, 0.106409
8.126320, 0.239284, 0.108665
8.192929, 0.240877, 0.111239
