The video is over!
Time of video Queue Density, Dynamic Density
0.0666092, 0.0741358, 0
0.133218, 0.0778241, 0
0.199828, 0.0812963, 0
0.266437, 0.0890818, 0
0.333046, 0.0941474, 0
0.399655, 0.0927353, 0
0.466264, 0.103183, 0
0.532873, 0.106211, 0
0.599483, 0.102446, 0
0.666092, 0.102801, 0
0.732701, 0.101725, 0
0.79931, 0.103403, 0
0.865919, 0.104823, 0
0.932529, 0.109255, 0
0.999138, 0.112253, 0
1.06575, 0.112955, 0
1.13236, 0.113519, 0
1.19897, 0.114483, 0
1.26557, 0.114707, 0
1.33218, 0.11848, 0
1.39879, 0.118526, 0
1.4654, 0.116964, 0
1.53201, 0.121103, 0
1.59862, 0.123673, 0
1.66523, 0.125212, 0
1.73184, 0.13015, 0
1.79845, 0.132025, 0
1.86506, 0.132782, 0
1.93167, 0.13522, 0
1.99828, 0.135617, 0
2.06488, 0.134973, 0
2.13149, 0.14027, 0
2.1981, 0.139417, 0
2.26471, 0.138164, 0
2.33132, 0.137812, 0
2.39793, 0.142265, 0
2.46454, 0.142546, 0
2.53115, 0.144583, 0
2.59776, 0.142446, 0
2.66437, 0.144942, 0
2.73098, 0.140972, 0
2.79759, 0.143218, 0
2.86419, 0.145077, 0
2.9308, 0.146215, 0
2.99741, 0.140579, 0
3.06402, 0.146721, 0
3.13063, 0.143476, 0
3.19724, 0.140579, 0
3.26385, 0.146127, 0
3.33046, 0.146443, 0
3.39707, 0.145455, 0
3.46368, 0.148657, 0
3.53029, 0.153627, 0
3.5969, 0.154931, 0
3.6635, 0.159992, 0
3.73011, 0.160556, 0
3.79672, 0.164201, 0
3.86333, 0.163769, 0
3.92994, 0.16809, 0
3.99655, 0.170571, 0
4.06316, 0.169823, 0
4.12977, 0.167546, 0
4.19638, 0.167342, 0
4.26299, 0.167886, 0
4.3296, 0.166169, 0
4.39621, 0.165363, 0
4.46282, 0.167099, 0
4.52942, 0.165077, 0
4.59603, 0.165081, 0
4.66264, 0.167712, 0
4.72925, 0.167103, 0
4.79586, 0.168495, 0
4.86247, 0.168202, 0
4.92908, 0.172627, 0
4.99569, 0.170274, 0
5.0623, 0.167936, 0
5.12891, 0.170035, 0
5.19552, 0.172743, 0
5.26213, 0.174699, 0
5.32873, 0.178453, 0
5.39534, 0.181308, 0
5.46195, 0.183275, 0
5.52856, 0.189807, 0
5.59517, 0.18951, 0
5.66178, 0.196231, 0
5.72839, 0.200845, 0
5.795, 0.202928, 0
5.86161, 0.210027, 0
5.92822, 0.215297, 0
5.99483, 0.218438, 0
6.06144, 0.224398, 0
6.12804, 0.223237, 0
6.19465, 0.221501, 0
6.26126, 0.220837, 0
6.32787, 0.217508, 0
