The video is over!
Time of video Queue Density, Dynamic Density
0.0666092, 0.0746489, 0
0.133218, 0.0783449, 0
0.199828, 0.0817747, 0
0.266437, 0.0871219, 0
0.333046, 0.091412, 0
0.399655, 0.0916898, 0
0.466264, 0.0976659, 0
0.532873, 0.101285, 0
0.599483, 0.0998418, 0
0.666092, 0.100849, 0
0.732701, 0.101057, 0
0.79931, 0.102515, 0
0.865919, 0.104826, 0
0.932529, 0.107604, 0
0.999138, 0.108565, 0
1.06575, 0.109441, 0
1.13236, 0.110262, 0
1.19897, 0.11233, 0
1.26557, 0.114861, 0
1.33218, 0.115177, 0
1.39879, 0.117029, 0
1.4654, 0.118927, 0
1.53201, 0.121219, 0
1.59862, 0.123121, 0
1.66523, 0.124591, 0
1.73184, 0.126327, 0
1.79845, 0.129329, 0
1.86506, 0.129132, 0
1.93167, 0.131551, 0
1.99828, 0.133029, 0
2.06488, 0.13311, 0
2.13149, 0.134869, 0
2.1981, 0.13686, 0
2.26471, 0.136238, 0
2.33132, 0.137623, 0
2.39793, 0.136983, 0
2.46454, 0.138754, 0
2.53115, 0.140046, 0
2.59776, 0.139718, 0
2.66437, 0.140845, 0
2.73098, 0.139348, 0
2.79759, 0.13794, 0
2.86419, 0.138727, 0
2.9308, 0.140475, 0
2.99741, 0.140139, 0
3.06402, 0.140544, 0
3.13063, 0.138939, 0
3.19724, 0.136528, 0
3.26385, 0.142596, 0
3.33046, 0.142836, 0
3.39707, 0.14387, 0
3.46368, 0.147558, 0
3.53029, 0.149506, 0
3.5969, 0.151636, 0
3.6635, 0.153449, 0
3.73011, 0.156165, 0
3.79672, 0.16049, 0
3.86333, 0.161219, 0
3.92994, 0.163133, 0
3.99655, 0.163673, 0
4.06316, 0.166779, 0
4.12977, 0.164255, 0
4.19638, 0.164352, 0
4.26299, 0.162454, 0
4.3296, 0.162087, 0
4.39621, 0.162253, 0
4.46282, 0.161829, 0
4.52942, 0.162735, 0
4.59603, 0.163029, 0
4.66264, 0.162261, 0
4.72925, 0.16419, 0
4.79586, 0.166397, 0
4.86247, 0.166898, 0
4.92908, 0.169587, 0
4.99569, 0.169541, 0
5.0623, 0.171258, 0
5.12891, 0.169518, 0
5.19552, 0.173229, 0
5.26213, 0.174144, 0
5.32873, 0.175787, 0
5.39534, 0.177087, 0
5.46195, 0.178368, 0
5.52856, 0.186555, 0
5.59517, 0.18637, 0
5.66178, 0.189942, 0
5.72839, 0.19581, 0
5.795, 0.198534, 0
5.86161, 0.201848, 0
5.92822, 0.209167, 0
5.99483, 0.21152, 0
6.06144, 0.216319, 0
6.12804, 0.218472, 0
6.19465, 0.218731, 0
6.26126, 0.21951, 0
6.32787, 0.214174, 0
6.39448, 0.216775, 0
6.46109, 0.221319, 0
6.5277, 0.22, 0
6.59431, 0.218924, 0
6.66092, 0.219375, 0
6.72753, 0.214969, 0
6.79414, 0.215274, 0
6.86075, 0.21338, 0
6.92735, 0.211871, 0
6.99396, 0.211366, 0
7.06057, 0.210062, 0
7.12718, 0.211165, 0
7.19379, 0.212901, 0
7.2604, 0.215721, 0
7.32701, 0.221628, 0
7.39362, 0.221343, 0
7.46023, 0.225355, 0
7.52684, 0.22848, 0
7.59345, 0.229603, 0
7.66006, 0.23412, 0
7.72666, 0.239066, 0
7.79327, 0.239961, 0
7.85988, 0.240532, 0
7.92649, 0.243056, 0
7.9931, 0.243029, 0
8.05971, 0.246632, 0
8.12632, 0.243596, 0
8.19293, 0.244618, 0
8.25954, 0.248403, 0
8.32615, 0.247384, 0
8.39276, 0.249313, 0
8.45937, 0.248167, 0
8.52598, 0.250675, 0
8.59258, 0.250108, 0
8.65919, 0.251782, 0
8.7258, 0.254552, 0
8.79241, 0.255154, 0
8.85902, 0.256246, 0
8.92563, 0.25581, 0
8.99224, 0.257855, 0
9.05885, 0.257195, 0
9.12546, 0.260293, 0
9.19207, 0.260999, 0
9.25868, 0.262029, 0
9.32529, 0.262149, 0
9.39189, 0.262782, 0
9.4585, 0.259047, 0
9.52511, 0.260035, 0
9.59172, 0.263052, 0
9.65833, 0.253438, 0
9.72494, 0.254985, 0
9.79155, 0.257106, 0
9.85816, 0.255714, 0
9.92477, 0.254124, 0
9.99138, 0.254634, 0
10.058, 0.256921, 0
10.1246, 0.255162, 0
10.1912, 0.256262, 0
10.2578, 0.255417, 0
10.3244, 0.255081, 0
10.391, 0.255147, 0
10.4576, 0.253102, 0
