Time of video, Queue Density, Dynamic Density
0.0666092, 0.0200494, 0
0.133218, 0.0200494, 0
0.199828, 0.0200494, 0
0.266437, 0.0200494, 0
0.333046, 0.0200494, 0
0.399655, 0.0200494, 0
0.466264, 0.0200494, 0
0.532873, 0.0200494, 0
0.599483, 0.0200494, 0
0.666092, 0.0200494, 0
0.732701, 0.0327253, 0.0199444
0.79931, 0.0327253, 0.0199444
0.865919, 0.0327253, 0.0199444
0.932529, 0.0327253, 0.0199444
0.999138, 0.0327253, 0.0199444
1.06575, 0.0327253, 0.0199444
1.13236, 0.0327253, 0.0199444
1.19897, 0.0327253, 0.0199444
1.26557, 0.0327253, 0.0199444
1.33218, 0.0327253, 0.0199444
1.39879, 0.0475046, 0.0333735
1.4654, 0.0475046, 0.0333735
1.53201, 0.0475046, 0.0333735
1.59862, 0.0475046, 0.0333735
1.66523, 0.0475046, 0.0333735
1.73184, 0.0475046, 0.0333735
1.79845, 0.0475046, 0.0333735
1.86506, 0.0475046, 0.0333735
1.93167, 0.0475046, 0.0333735
1.99828, 0.0475046, 0.0333735
2.06488, 0.062159, 0.0458827
2.13149, 0.062159, 0.0458827
2.1981, 0.062159, 0.0458827
2.26471, 0.062159, 0.0458827
2.33132, 0.062159, 0.0458827
2.39793, 0.062159, 0.0458827
2.46454, 0.062159, 0.0458827
2.53115, 0.062159, 0.0458827
2.59776, 0.062159, 0.0458827
2.66437, 0.062159, 0.0458827
2.73098, 0.0766235, 0.058108
2.79759, 0.0766235, 0.058108
2.86419, 0.0766235, 0.058108
2.9308, 0.0766235, 0.058108
2.99741, 0.0766235, 0.058108
3.06402, 0.0766235, 0.058108
3.13063, 0.0766235, 0.058108
3.19724, 0.0766235, 0.058108
3.26385, 0.0766235, 0.058108
3.33046, 0.0766235, 0.058108
3.39707, 0.0954769, 0.074591
3.46368, 0.0954769, 0.074591
3.53029, 0.0954769, 0.074591
3.5969, 0.0954769, 0.074591
3.6635, 0.0954769, 0.074591
3.73011, 0.0954769, 0.074591
3.79672, 0.0954769, 0.074591
3.86333, 0.0954769, 0.074591
3.92994, 0.0954769, 0.074591
3.99655, 0.0954769, 0.074591
4.06316, 0.111639, 0.0878009
4.12977, 0.111639, 0.0878009
4.19638, 0.111639, 0.0878009
4.26299, 0.111639, 0.0878009
4.3296, 0.111639, 0.0878009
4.39621, 0.111639, 0.0878009
4.46282, 0.111639, 0.0878009
4.52942, 0.111639, 0.0878009
4.59603, 0.111639, 0.0878009
4.66264, 0.111639, 0.0878009
4.72925, 0.130492, 0.103722
4.79586, 0.130492, 0.103722
4.86247, 0.130492, 0.103722
4.92908, 0.130492, 0.103722
4.99569, 0.130492, 0.103722
5.0623, 0.130492, 0.103722
5.12891, 0.130492, 0.103722
