The video is over!
Frame Number 	Queue Density
1		0.075841
2		0.0772106
3		0.0827585
4		0.0885648
5		0.0978781
6		0.0933256
7		0.0991898
8		0.103935
9		0.104074
10		0.105359
11		0.103954
12		0.105648
13		0.108353
14		0.108927
15		0.110467
16		0.108789
17		0.109429
18		0.11108
19		0.112809
20		0.116157
21		0.117168
22		0.117361
23		0.119383
24		0.12012
25		0.122018
26		0.126381
27		0.128808
28		0.129282
29		0.131281
30		0.131644
31		0.133125
32		0.138194
33		0.13321
34		0.134282
35		0.136651
36		0.13674
37		0.137716
38		0.139661
39		0.138816
40		0.139471
41		0.139776
42		0.139502
43		0.139545
44		0.141119
45		0.139479
46		0.143245
47		0.139676
48		0.134761
49		0.140405
50		0.143248
51		0.142261
52		0.145772
53		0.148519
54		0.149784
55		0.152743
56		0.155424
57		0.156319
58		0.160355
59		0.161613
60		0.164228
61		0.166319
62		0.165957
63		0.163237
64		0.16135
65		0.162531
66		0.161088
67		0.160594
68		0.160941
69		0.161505
70		0.160039
71		0.16265
72		0.166127
73		0.162122
74		0.165525
75		0.167971
76		0.165957
77		0.16716
78		0.167708
79		0.171682
80		0.17615
81		0.173395
82		0.177191
83		0.185386
84		0.187114
85		0.193819
86		0.194792
87		0.195031
88		0.200123
89		0.211366
90		0.212647
91		0.218492
92		0.219205
93		0.219769
94		0.218765
95		0.212477
96		0.21772
97		0.220204
98		0.219595
99		0.21985
100		0.217593
101		0.215845
102		0.215756
103		0.211906
104		0.208742
105		0.208669
106		0.206887
107		0.20924
108		0.212593
109		0.214549
110		0.219182
111		0.219965
112		0.222813
113		0.227712
114		0.226412
115		0.233179
116		0.235868
117		0.236593
118		0.238939
119		0.240459
120		0.242118
121		0.244911
122		0.24201
123		0.243098
124		0.246358
125		0.246431
126		0.247265
127		0.245505
128		0.247812
129		0.249001
130		0.2513
131		0.252851
132		0.251563
133		0.253931
134		0.254568
135		0.256651
136		0.254769
137		0.261767
138		0.259749
139		0.258233
140		0.259502
141		0.260139
142		0.257558
143		0.258094
144		0.260093
145		0.250571
146		0.254032
147		0.256323
148		0.253727
149		0.250756
150		0.253711
151		0.252076
152		0.25108
153		0.254977
154		0.254186
155		0.254471
156		0.253542
157		0.250926
158		0.246227
159		0.244884
160		0.246281
161		0.242508
