The video is over!
Frame Number 	Queue Density
1		0.0772608
2		0.0843673
3		0.0876929
4		0.0943171
5		0.0994599
6		0.0995949
7		0.101917
8		0.107612
9		0.105463
10		0.10407
11		0.104965
12		0.105957
13		0.107546
14		0.112083
15		0.113735
16		0.114684
17		0.116073
18		0.115625
19		0.117963
20		0.120656
21		0.121088
22		0.123318
23		0.127978
24		0.130671
25		0.132755
26		0.133657
27		0.137269
28		0.137149
29		0.139313
30		0.140054
31		0.142049
32		0.141393
33		0.143951
34		0.144684
35		0.142944
36		0.142546
37		0.143434
38		0.14767
39		0.145509
40		0.14581
41		0.144545
42		0.144911
43		0.147697
44		0.149159
45		0.146327
46		0.149035
47		0.145999
48		0.145586
49		0.14929
50		0.152824
51		0.149479
52		0.155887
53		0.156705
54		0.158233
55		0.163403
56		0.163364
57		0.165278
58		0.171435
59		0.170556
60		0.171512
61		0.174124
62		0.172662
63		0.17272
64		0.168924
65		0.168993
66		0.168935
67		0.16794
68		0.164715
69		0.167461
70		0.170687
71		0.169576
72		0.17142
73		0.169232
74		0.176026
75		0.176806
76		0.176073
77		0.172932
78		0.174275
79		0.177546
80		0.179398
81		0.180702
82		0.182037
83		0.189163
84		0.192832
85		0.196412
86		0.201019
87		0.20167
88		0.20581
89		0.216508
90		0.216474
91		0.222593
92		0.22304
93		0.225131
94		0.224996
95		0.221246
96		0.22184
97		0.226022
98		0.225698
99		0.223299
100		0.223831
101		0.219479
102		0.219703
103		0.216111
104		0.217195
105		0.214572
106		0.213202
107		0.215633
108		0.214834
109		0.219379
110		0.226238
111		0.227033
112		0.232863
113		0.234691
114		0.236428
115		0.243152
116		0.247199
117		0.24701
118		0.248287
119		0.249911
120		0.250478
121		0.250694
122		0.248106
123		0.248638
124		0.250984
125		0.252153
126		0.252465
127		0.251111
128		0.254394
129		0.255178
130		0.257867
131		0.258762
132		0.260351
133		0.258951
134		0.262103
135		0.264699
136		0.264471
137		0.266073
138		0.268468
139		0.265679
140		0.267431
141		0.266535
142		0.26684
143		0.265806
144		0.268711
145		0.259653
146		0.261393
147		0.261628
148		0.258893
149		0.255401
150		0.259954
151		0.258819
152		0.261806
153		0.264036
154		0.263418
155		0.261929
156		0.259691
157		0.257465
158		0.254363
159		0.254028
160		0.253596
161		0.252774
162		0.252454
163		0.253291
164		0.249614
165		0.251848
166		0.251898
167		0.251485
168		0.248931
169		0.247095
170		0.250201
171		0.250567
172		0.24816
173		0.247789
174		0.243677
175		0.243356
176		0.243009
177		0.244495
178		0.242731
179		0.241285
180		0.242323
181		0.242569
182		0.241794
183		0.241883
184		0.239522
185		0.241917
186		0.24032
187		0.240525
188		0.240714
189		0.239425
190		0.239016
191		0.239151
192		0.238615
193		0.240266
194		0.240239
195		0.248156
196		0.248974
197		0.248399
198		0.247469
199		0.245995
200		0.2437
201		0.246215
202		0.246042
203		0.245204
204		0.245694
205		0.24385
206		0.244487
207		0.241925
208		0.24439
209		0.243302
210		0.242623
211		0.244502
212		0.245212
213		0.245355
214		0.244969
215		0.246103
216		0.245992
217		0.244039
218		0.244028
219		0.244765
220		0.23657
221		0.236794
222		0.237654
223		0.237222
224		0.236883
225		0.238009
226		0.238372
227		0.242477
228		0.236937
229		0.239776
230		0.238627
231		0.240787
232		0.240841
233		0.241613
234		0.238607
235		0.241022
236		0.244583
237		0.242577
238		0.240139
239		0.237647
240		0.237955
241		0.237045
242		0.23939
243		0.237431
244		0.238866
245		0.238777
246		0.239884
247		0.241593
248		0.240586
249		0.241817
250		0.241269
251		0.238318
252		0.238758
253		0.23978
254		0.239213
255		0.239055
256		0.237982
257		0.239491
258		0.236536
259		0.238974
260		0.234703
261		0.236998
262		0.235301
263		0.236682
264		0.23598
265		0.236053
266		0.236177
267		0.23532
268		0.235382
269		0.234641
270		0.232002
271		0.230745
272		0.233468
273		0.234857
274		0.235035
275		0.235359
276		0.235394
277		0.241736
278		0.245077
279		0.245818
280		0.249144
281		0.251431
282		0.251578
283		0.250228
284		0.255671
285		0.256277
286		0.258499
287		0.256019
288		0.256046
289		0.254934
290		0.250509
291		0.252207
292		0.251767
293		0.250436
294		0.249514
295		0.241682
296		0.240154
297		0.238279
298		0.240147
