The video is over!
Time of video Queue Density, Dynamic Density
0.0666092, 0.0741512, 0
0.133218, 0.0778472, 0
0.199828, 0.085409, 0
0.266437, 0.0912577, 0
0.333046, 0.0949306, 0
0.399655, 0.0959645, 0
0.466264, 0.0997608, 0
0.532873, 0.104823, 0
0.599483, 0.103164, 0
0.666092, 0.104414, 0
0.732701, 0.105093, 0
0.79931, 0.102654, 0
0.865919, 0.105448, 0
0.932529, 0.108102, 0
0.999138, 0.109444, 0
1.06575, 0.112222, 0
1.13236, 0.11284, 0
1.19897, 0.113827, 0
1.26557, 0.115556, 0
1.33218, 0.115586, 0
1.39879, 0.117716, 0
1.4654, 0.119676, 0
1.53201, 0.122006, 0
1.59862, 0.124969, 0
1.66523, 0.126497, 0
1.73184, 0.128927, 0
1.79845, 0.130829, 0
1.86506, 0.129414, 0
1.93167, 0.131883, 0
1.99828, 0.132276, 0
2.06488, 0.131273, 0
2.13149, 0.135085, 0
2.1981, 0.138002, 0
2.26471, 0.138627, 0
2.33132, 0.139043, 0
2.39793, 0.139132, 0
2.46454, 0.138318, 0
2.53115, 0.140015, 0
2.59776, 0.139599, 0
2.66437, 0.142099, 0
2.73098, 0.139923, 0
2.79759, 0.142407, 0
2.86419, 0.142346, 0
2.9308, 0.143256, 0
2.99741, 0.141948, 0
3.06402, 0.143607, 0
3.13063, 0.139738, 0
3.19724, 0.137284, 0
3.26385, 0.142894, 0
3.33046, 0.143279, 0
3.39707, 0.144468, 0
3.46368, 0.149784, 0
3.53029, 0.152531, 0
3.5969, 0.153796, 0
3.6635, 0.156721, 0
3.73011, 0.15939, 0
3.79672, 0.160772, 0
3.86333, 0.162442, 0
3.92994, 0.16189, 0
3.99655, 0.166435, 0
4.06316, 0.166292, 0
4.12977, 0.166181, 0
4.19638, 0.164001, 0
4.26299, 0.164437, 0
4.3296, 0.164892, 0
4.39621, 0.164082, 0
4.46282, 0.163727, 0
4.52942, 0.163758, 0
4.59603, 0.163927, 0
4.66264, 0.162184, 0
4.72925, 0.163495, 0
4.79586, 0.166744, 0
4.86247, 0.164514, 0
4.92908, 0.17034, 0
4.99569, 0.168889, 0
5.0623, 0.170756, 0
5.12891, 0.169915, 0
5.19552, 0.17277, 0
5.26213, 0.174653, 0
5.32873, 0.174961, 0
5.39534, 0.175787, 0
5.46195, 0.179992, 0
5.52856, 0.184344, 0
5.59517, 0.188133, 0
5.66178, 0.190671, 0
5.72839, 0.197539, 0
5.795, 0.199576, 0
5.86161, 0.202554, 0
5.92822, 0.207886, 0
5.99483, 0.211227, 0
6.06144, 0.219182, 0
6.12804, 0.215702, 0
6.19465, 0.218032, 0
6.26126, 0.219329, 0
6.32787, 0.212894, 0
6.39448, 0.214518, 0
6.46109, 0.221439, 0
6.5277, 0.221115, 0
6.59431, 0.221624, 0
6.66092, 0.219402, 0
6.72753, 0.213569, 0
6.79414, 0.215189, 0
6.86075, 0.213229, 0
6.92735, 0.212041, 0
6.99396, 0.211485, 0
7.06057, 0.209988, 0
7.12718, 0.214714, 0
7.19379, 0.214371, 0
7.2604, 0.218152, 0
7.32701, 0.222411, 0
7.39362, 0.221543, 0
7.46023, 0.228198, 0
7.52684, 0.229016, 0
7.59345, 0.229803, 0
7.66006, 0.236285, 0
7.72666, 0.238669, 0
7.79327, 0.241246, 0
7.85988, 0.24326, 0
7.92649, 0.24478, 0
7.9931, 0.244977, 0
8.05971, 0.248102, 0
8.12632, 0.244884, 0
8.19293, 0.243843, 0
8.25954, 0.249525, 0
8.32615, 0.249398, 0
8.39276, 0.248156, 0
8.45937, 0.247106, 0
8.52598, 0.249317, 0
8.59258, 0.248657, 0
8.65919, 0.25091, 0
8.7258, 0.252207, 0
8.79241, 0.255046, 0
8.85902, 0.254985, 0
8.92563, 0.253484, 0
8.99224, 0.259371, 0
9.05885, 0.257867, 0
9.12546, 0.260876, 0
9.19207, 0.262809, 0
9.25868, 0.26081, 0
9.32529, 0.262658, 0
9.39189, 0.264892, 0
9.4585, 0.260228, 0
9.52511, 0.260953, 0
9.59172, 0.264715, 0
9.65833, 0.255509, 0
