The video is over!
Frame Number 	Queue Density
1		0.0760031
2		0.0786574
3		0.0831867
4		0.0881481
5		0.0926543
6		0.0934877
7		0.10044
8		0.101397
9		0.100899
10		0.101219
11		0.104633
12		0.102106
13		0.104236
14		0.106566
15		0.108248
16		0.109113
17		0.1086
18		0.110147
19		0.111304
20		0.114556
21		0.115131
22		0.117106
23		0.117338
24		0.120451
25		0.122924
26		0.126771
27		0.126535
28		0.128032
29		0.133503
30		0.131852
31		0.132917
32		0.134421
33		0.136613
34		0.13733
35		0.136964
36		0.137087
37		0.138291
38		0.140965
39		0.140745
40		0.138974
41		0.138468
42		0.139992
43		0.137739
44		0.140683
45		0.139066
46		0.139838
47		0.140177
48		0.137716
49		0.14216
50		0.141582
51		0.142797
52		0.145972
53		0.148661
54		0.149977
55		0.152971
56		0.156802
57		0.158202
58		0.16304
59		0.164514
60		0.16294
61		0.168187
62		0.163684
63		0.165841
64		0.164205
65		0.163657
66		0.161813
67		0.16365
68		0.162056
69		0.162195
70		0.162461
71		0.163588
72		0.165775
73		0.1649
74		0.168588
75		0.168974
76		0.171898
77		0.170988
78		0.17174
79		0.174545
80		0.175764
81		0.177133
82		0.178839
83		0.187172
84		0.188781
85		0.19353
86		0.197288
87		0.200351
88		0.206393
89		0.21054
90		0.213221
91		0.220621
92		0.221408
93		0.222813
94		0.222276
95		0.214934
96		0.218245
97		0.221979
98		0.222955
99		0.222091
100		0.22088
101		0.214236
102		0.213434
103		0.21186
104		0.212072
105		0.213183
106		0.211817
107		0.214529
108		0.21662
109		0.216454
110		0.222566
111		0.224252
112		0.228329
113		0.228021
114		0.230957
115		0.232677
116		0.237099
117		0.239302
118		0.241836
119		0.244248
120		0.245428
121		0.247948
122		0.24532
123		0.245112
124		0.247932
125		0.248237
126		0.249225
127		0.249001
128		0.251508
129		0.252141
130		0.254356
131		0.255108
132		0.255305
133		0.256462
134		0.253684
135		0.255791
136		0.257427
137		0.259306
138		0.26174
139		0.261273
140		0.26456
141		0.263333
142		0.263391
143		0.261181
144		0.265058
145		0.254012
146		0.254464
147		0.25733
148		0.255949
149		0.253067
150		0.254622
151		0.254163
152		0.254059
153		0.256127
154		0.255455
155		0.255992
156		0.256952
157		0.252558
158		0.248561
159		0.249541
160		0.247569
161		0.246863
162		0.246952
163		0.248565
164		0.246871
165		0.246987
166		0.244687
167		0.246003
168		0.245679
169		0.241188
170		0.246512
171		0.243333
172		0.242909
173		0.240602
174		0.239653
175		0.240077
176		0.240965
177		0.238951
178		0.238588
179		0.238272
180		0.239444
181		0.237199
182		0.236983
183		0.238067
184		0.237149
185		0.238167
186		0.235691
187		0.236431
188		0.234086
189		0.234495
190		0.235394
191		0.235999
192		0.235914
193		0.236373
194		0.238241
195		0.243873
196		0.245116
197		0.244321
198		0.244383
199		0.243993
200		0.244128
201		0.243912
202		0.241404
203		0.241956
204		0.241991
205		0.242886
206		0.244035
207		0.24341
208		0.241439
209		0.24064
210		0.243356
211		0.241937
212		0.243133
213		0.24098
214		0.241358
215		0.242099
216		0.240127
217		0.23978
218		0.241111
219		0.241671
220		0.233326
221		0.231995
222		0.232843
223		0.233627
224		0.235139
225		0.235853
226		0.234931
227		0.237157
228		0.234803
229		0.233966
230		0.235413
231		0.235135
232		0.236138
233		0.238789
234		0.236829
235		0.237326
236		0.238503
237		0.236651
238		0.237407
239		0.234838
240		0.237461
241		0.232176
242		0.234676
243		0.234082
244		0.23804
245		0.235204
246		0.235521
247		0.235336
248		0.235042
249		0.236871
250		0.236026
251		0.236609
252		0.235691
253		0.233889
254		0.234525
255		0.237353
256		0.235189
257		0.236779
258		0.235536
259		0.235602
260		0.233634
261		0.23311
262		0.232338
263		0.234522
264		0.233951
265		0.232662
266		0.234198
267		0.234336
268		0.23216
269		0.231474
270		0.228862
271		0.227311
272		0.231192
273		0.23218
274		0.233492
275		0.233823
276		0.236987
277		0.237458
278		0.240791
279		0.241902
280		0.243792
281		0.247689
282		0.249857
283		0.251007
