The video is over!
Frame Number 	Queue Density
1		0.074429
2		0.0791435
3		0.0815432
4		0.0875154
5		0.0909954
6		0.0918596
7		0.0976929
8		0.100656
9		0.0990895
10		0.101211
11		0.10088
12		0.102674
13		0.103256
14		0.105957
15		0.107284
16		0.107932
17		0.10858
18		0.109583
19		0.111327
20		0.113441
21		0.113488
22		0.115463
23		0.117778
24		0.120741
25		0.122269
26		0.125139
27		0.126975
28		0.127793
29		0.13017
30		0.130602
31		0.131667
32		0.133256
33		0.134244
34		0.134815
35		0.135231
36		0.135355
37		0.136589
38		0.138287
39		0.138086
40		0.138519
41		0.13838
42		0.138781
43		0.138611
44		0.139475
45		0.138102
46		0.139892
47		0.138164
48		0.135648
49		0.141157
50		0.141559
51		0.142762
52		0.145988
53		0.148765
54		0.150046
55		0.153642
56		0.15642
57		0.157901
58		0.161636
59		0.162546
60		0.163974
61		0.165995
62		0.162701
63		0.163542
64		0.162091
65		0.161512
66		0.16071
67		0.160309
68		0.161397
69		0.161536
70		0.161204
71		0.163372
72		0.165448
73		0.163611
74		0.168341
75		0.169383
76		0.168603
77		0.167832
78		0.169522
79		0.172384
80		0.174853
81		0.175625
82		0.177523
83		0.184005
84		0.185702
85		0.189352
86		0.195116
87		0.198179
88		0.202137
89		0.208534
90		0.210826
91		0.215664
92		0.216435
93		0.218565
94		0.217731
95		0.213642
96		0.216319
97		0.220108
98		0.219799
99		0.219174
100		0.218989
101		0.214198
102		0.214823
103		0.212801
104		0.211705
105		0.210201
106		0.209653
107		0.212307
108		0.214668
109		0.216667
110		0.221968
111		0.221836
112		0.224722
113		0.227546
114		0.228333
115		0.23287
116		0.237423
117		0.238071
118		0.241026
119		0.242569
120		0.242785
121		0.245918
122		0.242693
123		0.24441
124		0.2474
125		0.247338
126		0.248326
127		0.246767
128		0.248025
129		0.249259
130		0.251466
131		0.253179
132		0.254244
133		0.254853
134		0.255255
135		0.2574
136		0.257971
137		0.260718
138		0.25983
139		0.259676
140		0.261574
141		0.262878
142		0.260316
143		0.260826
144		0.262739
145		0.252747
146		0.254946
147		0.256767
148		0.25615
149		0.253233
150		0.253642
151		0.253333
152		0.252897
153		0.254583
154		0.254151
155		0.254765
156		0.25358
157		0.251046
158		0.247593
159		0.246925
160		0.245664
161		0.24429
162		0.245521
163		0.246296
164		0.245108
165		0.244151
166		0.243565
167		0.243426
168		0.242681
169		0.24071
170		0.243164
171		0.242083
172		0.239275
173		0.239178
174		0.238086
175		0.237562
176		0.237593
177		0.236651
178		0.236867
179		0.23588
180		0.235571
181		0.236481
182		0.23537
183		0.236636
184		0.23429
185		0.23429
186		0.233704
187		0.23338
188		0.233395
189		0.233565
190		0.235116
191		0.234433
192		0.23409
193		0.233831
194		0.234834
195		0.241713
196		0.242392
197		0.242095
198		0.243634
199		0.241451
200		0.241219
201		0.240988
202		0.24135
203		0.241227
204		0.241412
205		0.241026
206		0.241381
207		0.240748
208		0.240162
209		0.240039
210		0.240394
211		0.240239
212		0.239738
213		0.23799
214		0.238746
215		0.239699
216		0.240617
217		0.240602
218		0.241034
219		0.240961
220		0.230826
221		0.230058
222		0.230964
223		0.23169
224		0.2326
225		0.232353
226		0.232847
227		0.235285
228		0.233789
229		0.232909
230		0.234371
231		0.233881
232		0.234734
233		0.235671
234		0.234255
235		0.235637
236		0.235675
237		0.235293
238		0.234796
239		0.233499
240		0.232577
241		0.230629
242		0.231481
243		0.231744
244		0.233607
245		0.232731
246		0.233052
247		0.233056
248		0.23196
249		0.233472
250		0.233025
251		0.232469
252		0.233225
253		0.231991
254		0.231219
255		0.232438
256		0.23245
257		0.23446
258		0.232176
259		0.231667
260		0.23091
261		0.231003
262		0.230509
263		0.230571
264		0.230108
265		0.230556
266		0.231049
267		0.230571
268		0.230293
269		0.230648
270		0.226991
271		0.227284
272		0.227423
273		0.227531
274		0.228843
275		0.231096
276		0.232743
277		0.235463
278		0.238765
279		0.238781
280		0.241944
281		0.244799
282		0.245926
283		0.248117
284		0.250262
285		0.251019
286		0.25233
287		0.250015
288		0.250633
289		0.248395
290		0.246806
291		0.245617
292		0.245957
293		0.244475
294		0.24409
295		0.237562
296		0.236173
297		0.235386
298		0.237419
299		0.236636
300		0.236281
301		0.236215
302		0.234259
303		0.235031
304		0.232731
305		0.231204
306		0.23299
307		0.231836
308		0.232867
309		0.232296
310		0.232758
311		0.231728
312		0.232623
313		0.231636
314		0.232222
315		0.233071
316		0.23216
317		0.230972
318		0.229352
319		0.228839
320		0.233735
321		0.232423
322		0.232438
323		0.233657
324		0.232809
325		0.233318
326		0.232253
327		0.232716
328		0.232809
329		0.233457
330		0.233565
331		0.232176
332		0.232809
333		0.232948
334		0.233225
335		0.233148
336		0.232948
337		0.233117
338		0.233287
339		0.233503
340		0.235999
341		0.236975
342		0.23767
343		0.239306
344		0.240895
345		0.235216
346		0.23652
347		0.241516
348		0.241836
349		0.240671
350		0.239406
351		0.241022
352		0.239942
353		0.239082
354		0.23838
355		0.237867
356		0.239861
357		0.240231
358		0.240938
359		0.240938
360		0.242303
361		0.242855
362		0.240984
363		0.242666
364		0.242384
365		0.243187
366		0.242033
367		0.242647
368		0.241875
369		0.242153
370		0.241026
371		0.24064
372		0.240231
373		0.241651
374		0.24233
375		0.24213
376		0.241312
377		0.242299
378		0.242801
379		0.241775
380		0.243218
381		0.241373
382		0.245799
383		0.246061
384		0.24745
385		0.249468
386		0.250586
387		0.251836
388		0.253642
389		0.255231
390		0.254877
391		0.254552
392		0.254923
393		0.257948
394		0.257824
395		0.253086
396		0.252438
397		0.255556
398		0.255756
399		0.255509
400		0.255849
401		0.256265
402		0.257099
403		0.26064
404		0.265031
405		0.267708
406		0.273156
407		0.277685
408		0.282654
409		0.288032
410		0.296728
411		0.299653
412		0.306404
413		0.311767
414		0.316782
415		0.320617
416		0.326134
417		0.328789
418		0.334452
419		0.336806
420		0.338318
421		0.346944
