The video is over!
Frame Number 	Queue Density
1		0.0757253
2		0.0791319
3		0.0839275
4		0.0892978
5		0.0925694
6		0.0930363
7		0.0996605
8		0.102434
9		0.100332
10		0.101883
11		0.103256
12		0.104097
13		0.103758
14		0.106427
15		0.108935
16		0.107913
17		0.10811
18		0.109379
19		0.11027
20		0.113137
21		0.112496
22		0.114124
23		0.117072
24		0.12022
25		0.120664
26		0.123916
27		0.125355
28		0.126964
29		0.130382
30		0.132311
31		0.133445
32		0.133329
33		0.133623
34		0.135382
35		0.137006
36		0.13696
37		0.138927
38		0.138472
39		0.139217
40		0.139035
41		0.13897
42		0.13924
43		0.138677
44		0.139788
45		0.13738
46		0.138862
47		0.137411
48		0.136319
49		0.141435
50		0.142948
51		0.14262
52		0.147994
53		0.151331
54		0.151802
55		0.155517
56		0.158484
57		0.160089
58		0.162674
59		0.165428
60		0.166211
61		0.167461
62		0.166011
63		0.163349
64		0.163924
65		0.164379
66		0.163742
67		0.161979
68		0.161551
69		0.162191
70		0.163017
71		0.164232
72		0.166026
73		0.165856
74		0.168005
75		0.167913
76		0.168488
77		0.167357
78		0.170814
79		0.172427
80		0.174198
81		0.176397
82		0.176867
83		0.183372
84		0.185532
85		0.18914
86		0.194734
87		0.195937
88		0.201443
89		0.209564
90		0.210887
91		0.216655
92		0.217523
93		0.220675
94		0.219815
95		0.215131
96		0.215683
97		0.221165
98		0.220069
99		0.219421
100		0.218665
101		0.214568
102		0.21375
103		0.211292
104		0.210926
105		0.210004
106		0.208681
107		0.212724
108		0.213684
109		0.212674
110		0.219772
111		0.220467
112		0.224047
113		0.225698
114		0.229136
115		0.232442
116		0.236227
117		0.236663
118		0.237307
119		0.24066
120		0.24049
121		0.243735
122		0.239996
123		0.24005
124		0.244344
125		0.245563
126		0.247384
127		0.246003
128		0.249715
129		0.250868
130		0.252199
131		0.253696
132		0.253889
133		0.254387
134		0.25436
135		0.254846
136		0.25738
137		0.260459
138		0.25988
139		0.259267
140		0.260039
141		0.262211
142		0.258758
143		0.259722
144		0.260339
145		0.251208
146		0.253056
147		0.254549
148		0.254252
149		0.251964
150		0.2549
151		0.253391
152		0.253225
153		0.255737
154		0.25363
155		0.253765
156		0.253137
157		0.249471
158		0.248048
159		0.246624
160		0.24485
161		0.244448
162		0.242639
163		0.244761
164		0.24169
165		0.241416
166		0.241208
167		0.242188
168		0.240301
169		0.239005
170		0.24289
171		0.240802
172		0.237932
173		0.238283
174		0.23652
175		0.237184
176		0.237323
177		0.236173
178		0.234564
179		0.23468
180		0.234429
181		0.233503
182		0.231875
183		0.235351
184		0.233723
185		0.234147
186		0.232789
187		0.232697
188		0.232099
189		0.23294
190		0.232897
191		0.233048
192		0.232805
193		0.232828
194		0.234387
195		0.241586
196		0.242338
197		0.241678
198		0.243476
199		0.242187
200		0.241659
201		0.240911
202		0.240702
203		0.238534
204		0.239005
205		0.24032
206		0.23907
207		0.238904
208		0.238183
209		0.238044
210		0.240212
211		0.239352
212		0.238785
213		0.23789
214		0.238769
215		0.238395
216		0.239981
217		0.236644
218		0.237554
219		0.238318
220		0.23015
221		0.228804
222		0.230019
223		0.230718
224		0.23159
225		0.230675
226		0.232087
227		0.234483
228		0.232924
229		0.232238
230		0.234039
231		0.233657
232		0.234718
233		0.237049
234		0.234718
235		0.235123
236		0.234826
237		0.234329
238		0.232488
239		0.231339
240		0.230428
241		0.226902
242		0.229954
243		0.230212
244		0.230748
245		0.22956
246		0.229576
247		0.230698
248		0.230502
249		0.231574
250		0.230899
251		0.230945
252		0.232793
253		0.231431
254		0.230494
255		0.233121
256		0.232037
257		0.235062
258		0.231682
259		0.231343
260		0.230424
261		0.231879
262		0.231327
263		0.231042
264		0.230903
265		0.23059
266		0.231597
267		0.229911
268		0.231327
269		0.23059
270		0.226809
271		0.228152
272		0.228627
273		0.227751
274		0.229541
275		0.232184
276		0.232083
277		0.23642
278		0.237172
279		0.238056
280		0.241582
281		0.245054
282		0.244769
283		0.24728
284		0.249938
285		0.24983
286		0.251478
287		0.248947
288		0.25005
289		0.247901
290		0.246686
291		0.245532
292		0.246019
293		0.243098
294		0.244252
295		0.236829
296		0.238129
297		0.235694
298		0.238221
299		0.237994
300		0.23745
301		0.235957
302		0.236069
303		0.235255
304		0.233102
305		0.231667
306		0.232701
307		0.23169
308		0.233414
309		0.231296
310		0.23206
311		0.230694
312		0.231566
313		0.231447
314		0.230455
315		0.232323
316		0.231944
317		0.230421
318		0.229286
319		0.227897
320		0.234846
321		0.23461
322		0.232963
323		0.233785
324		0.234201
325		0.233704
326		0.232724
327		0.233372
328		0.23434
329		0.234769
330		0.234514
331		0.23213
332		0.232963
333		0.234036
334		0.234606
335		0.234043
336		0.233229
337		0.232978
338		0.234904
339		0.235031
340		0.236389
341		0.238102
342		0.239055
343		0.240062
344		0.241717
345		0.234317
346		0.236971
347		0.242785
348		0.24108
349		0.240502
350		0.239942
351		0.239626
352		0.238669
353		0.237975
354		0.238252
355		0.237404
356		0.241103
357		0.241998
358		0.241431
359		0.240258
360		0.241601
361		0.242361
362		0.243029
363		0.244051
364		0.243202
365		0.244028
366		0.242415
367		0.241601
368		0.241107
369		0.241373
370		0.239973
371		0.239776
372		0.240494
373		0.241786
374		0.242643
375		0.241127
376		0.241254
377		0.240401
378		0.240139
379		0.240521
380		0.242172
381		0.240887
382		0.244961
383		0.24716
384		0.2461
385		0.246165
386		0.24956
387		0.250999
388		0.253704
389		0.254703
390		0.255995
391		0.256184
392		0.254718
393		0.256736
394		0.258476
395		0.253754
396		0.253646
397		0.256563
398		0.256917
399		0.25517
400		0.254657
401		0.253333
402		0.257542
403		0.259595
404		0.262296
405		0.26505
406		0.272106
407		0.277523
408		0.280988
409		0.288148
410		0.296184
411		0.300451
412		0.306929
413		0.311586
414		0.31613
415		0.319039
416		0.324938
417		0.327527
418		0.333418
419		0.335459
420		0.337971
421		0.344444
422		0.349406
423		0.352191
424		0.360698
425		0.367122
426		0.368025
427		0.373225
428		0.378437
429		0.382303
430		0.386941
431		0.392168
432		0.394846
433		0.399977
434		0.406061
435		0.404552
436		0.407685
437		0.411188
438		0.412164
439		0.417238
440		0.417824
441		0.415953
442		0.419375
443		0.423534
444		0.42341
445		0.41664
