The video is over!
Frame Number 	Queue Density
1		0.0763542
2		0.0819907
3		0.085463
4		0.0953318
5		0.094213
6		0.0968711
7		0.101265
8		0.104406
9		0.104807
10		0.103434
11		0.104225
12		0.102901
13		0.110378
14		0.113013
15		0.115363
16		0.116065
17		0.114545
18		0.116566
19		0.11534
20		0.120139
21		0.120185
22		0.119394
23		0.123819
24		0.128877
25		0.129348
26		0.13326
27		0.135135
28		0.134834
29		0.137585
30		0.13588
31		0.137712
32		0.134333
33		0.135482
34		0.137585
35		0.135972
36		0.140729
37		0.139811
38		0.138364
39		0.137342
40		0.138661
41		0.139765
42		0.144244
43		0.139877
44		0.143098
45		0.139522
46		0.14358
47		0.14098
48		0.138464
49		0.14294
50		0.147407
51		0.146481
52		0.150363
53		0.151188
54		0.153873
55		0.161003
56		0.162623
57		0.164182
58		0.168974
59		0.169414
60		0.169799
61		0.172932
62		0.171713
63		0.167311
64		0.163997
65		0.166447
66		0.163569
67		0.163488
68		0.163927
69		0.167176
70		0.165621
71		0.167095
72		0.168499
73		0.166555
74		0.172342
75		0.174441
76		0.170698
77		0.16789
78		0.172998
79		0.17669
80		0.175417
81		0.180351
82		0.185359
83		0.19189
84		0.189691
85		0.192064
86		0.201123
87		0.199282
88		0.206138
89		0.210629
90		0.214977
91		0.217199
92		0.223237
93		0.221566
94		0.22218
95		0.21613
96		0.217126
97		0.223329
98		0.224491
99		0.222157
100		0.224838
101		0.220174
102		0.219823
103		0.215652
104		0.21311
105		0.21294
106		0.211026
107		0.213669
108		0.21088
109		0.217099
110		0.221327
111		0.224549
112		0.22679
113		0.22755
114		0.234857
115		0.237446
116		0.241574
117		0.238569
118		0.242157
119		0.24375
120		0.245714
121		0.25262
122		0.247157
123		0.246312
124		0.250313
125		0.248113
126		0.249309
127		0.249236
128		0.251779
129		0.252813
130		0.253256
131		0.256516
132		0.257261
133		0.251794
134		0.25603
135		0.258179
136		0.260679
137		0.263314
138		0.259711
139		0.258897
140		0.260783
141		0.263341
142		0.260853
143		0.261794
144		0.26174
145		0.255058
146		0.255316
147		0.258526
148		0.258619
149		0.253773
150		0.255193
151		0.256914
152		0.25436
153		0.258252
154		0.256069
155		0.258002
156		0.255228
157		0.24988
158		0.251219
159		0.25032
160		0.249271
161		0.243931
162		0.248588
163		0.245775
164		0.250841
165		0.249819
166		0.247292
167		0.24522
168		0.247133
169		0.246007
170		0.24853
171		0.246443
172		0.245845
173		0.244502
174		0.244421
175		0.244981
176		0.240023
177		0.238449
178		0.240104
179		0.239043
180		0.237095
181		0.239738
182		0.238534
183		0.235768
184		0.233754
185		0.237685
186		0.23912
187		0.237083
188		0.237049
189		0.236312
190		0.241416
191		0.24039
192		0.24022
193		0.239996
194		0.241736
195		0.24272
196		0.248306
197		0.246617
198		0.245752
199		0.244618
200		0.246559
201		0.244549
202		0.247566
203		0.2474
204		0.247616
205		0.247168
206		0.2476
207		0.24696
208		0.246393
209		0.246215
210		0.246593
211		0.244653
212		0.243341
213		0.241254
214		0.243885
215		0.243978
216		0.242118
217		0.243931
218		0.242554
219		0.245
220		0.231281
221		0.235216
222		0.231991
223		0.234282
224		0.236952
225		0.236767
226		0.235903
227		0.241389
228		0.240077
229		0.239124
230		0.238059
231		0.240197
232		0.240691
233		0.241427
234		0.240741
235		0.237508
236		0.240228
237		0.238029
238		0.239093
239		0.23755
240		0.239749
241		0.237257
242		0.234633
243		0.235174
244		0.236146
245		0.239985
246		0.23765
247		0.240247
248		0.239217
249		0.24071
250		0.236227
251		0.237639
252		0.23662
253		0.231481
254		0.232809
255		0.235795
256		0.235448
257		0.237589
258		0.233322
259		0.230826
260		0.230197
261		0.232396
262		0.230089
263		0.232037
264		0.229757
265		0.232025
266		0.232307
267		0.233661
268		0.23363
269		0.235799
270		0.232554
271		0.231127
272		0.232975
273		0.23309
274		0.234529
275		0.236829
276		0.236281
277		0.240818
278		0.246161
279		0.244934
280		0.247353
281		0.249992
282		0.253198
283		0.255386
284		0.251748
285		0.25076
286		0.252762
287		0.248839
288		0.254483
289		0.25169
290		0.249834
291		0.251011
292		0.253117
293		0.248002
294		0.247909
295		0.241281
296		0.238329
297		0.240907
298		0.240532
299		0.240374
300		0.24
301		0.242577
302		0.241605
303		0.242303
304		0.240042
305		0.238561
306		0.237442
307		0.237319
308		0.237427
309		0.237681
310		0.238353
311		0.23816
312		0.239101
313		0.238075
314		0.238831
315		0.239456
316		0.239726
317		0.238291
318		0.236717
319		0.235463
320		0.237103
321		0.238083
322		0.235868
323		0.237029
324		0.236184
325		0.238835
326		0.237377
327		0.238125
328		0.238194
329		0.238843
330		0.238889
331		0.237843
332		0.238441
333		0.234329
334		0.236748
335		0.2364
336		0.236674
337		0.239093
338		0.235135
339		0.235328
340		0.239078
341		0.240849
342		0.241821
343		0.241319
344		0.246474
345		0.238387
346		0.242878
347		0.245448
348		0.243086
349		0.24294
350		0.243808
351		0.244313
352		0.243441
353		0.243723
354		0.241308
355		0.238862
356		0.24282
357		0.243299
358		0.24125
359		0.245332
360		0.246767
361		0.247118
362		0.244703
363		0.24071
364		0.241632
365		0.242481
366		0.241995
367		0.244668
368		0.244306
369		0.244583
370		0.243711
371		0.247103
372		0.247677
373		0.249155
374		0.249626
375		0.244147
376		0.245073
377		0.249927
378		0.249352
379		0.2489
380		0.249842
381		0.249043
382		0.252488
383		0.252832
384		0.25409
385		0.253966
386		0.258036
387		0.258495
388		0.261142
389		0.262072
390		0.261694
391		0.261358
392		0.260752
393		0.261454
394		0.265498
395		0.260208
396		0.259583
397		0.262681
398		0.262982
399		0.262203
400		0.262701
401		0.26186
402		0.264028
403		0.26716
404		0.271647
405		0.274298
406		0.279873
407		0.284715
408		0.284101
409		0.29088
410		0.299568
411		0.304568
412		0.307577
413		0.312423
414		0.320845
415		0.322284
416		0.3314
417		0.33409
418		0.339641
419		0.34316
420		0.344853
421		0.352245
422		0.352924
423		0.356698
424		0.363229
425		0.371856
426		0.372488
427		0.378191
428		0.3839
429		0.386466
430		0.389124
431		0.395586
432		0.397365
433		0.406408
434		0.411671
435		0.41081
436		0.40941
437		0.41787
438		0.419182
439		0.420451
440		0.420799
441		0.421482
442		0.423835
443		0.428684
444		0.428546
445		0.420312
446		0.419063
447		0.42407
448		0.423889
449		0.426146
450		0.429379
451		0.431069
452		0.433349
453		0.434541
454		0.438329
455		0.438785
456		0.439352
457		0.441346
458		0.446802
459		0.44892
460		0.448638
461		0.448349
462		0.448418
463		0.447025
464		0.446717
465		0.448148
466		0.45044
467		0.451211
468		0.449657
469		0.453769
470		0.457527
471		0.456443
472		0.456485
473		0.458438
474		0.462569
475		0.46539
476		0.465413
477		0.463596
478		0.464718
479		0.464155
480		0.462465
481		0.464888
482		0.464861
483		0.464958
484		0.464823
485		0.464545
486		0.46598
487		0.466755
488		0.462967
489		0.463245
490		0.460976
491		0.460748
492		0.463098
493		0.46088
494		0.464888
495		0.46061
496		0.463144
497		0.466204
498		0.463877
499		0.469591
500		0.473407
501		0.472886
502		0.478414
503		0.483862
504		0.484772
505		0.491177
506		0.497882
507		0.502342
508		0.506169
509		0.511933
510		0.511597
511		0.513893
512		0.522118
513		0.520536
514		0.522014
515		0.520691
516		0.522928
517		0.523711
518		0.527569
519		0.52652
520		0.533063
521		0.535548
522		0.539842
523		0.535868
524		0.540421
525		0.541219
526		0.543029
527		0.543071
528		0.545459
529		0.546879
530		0.542685
531		0.54522
532		0.544583
533		0.54664
534		0.542585
535		0.543943
536		0.542199
537		0.54265
538		0.541478
539		0.545127
540		0.546065
541		0.54169
542		0.547627
543		0.549128
544		0.551215
545		0.522288
546		0.527697
547		0.5263
548		0.526281
549		0.527701
550		0.529599
551		0.527739
552		0.529445
553		0.52816
554		0.529853
555		0.528638
556		0.527658
557		0.526343
558		0.529105
559		0.521944
560		0.521011
561		0.530455
562		0.527419
563		0.526057
564		0.525937
565		0.527118
566		0.526393
567		0.528611
