The video is over!
Frame Number 	Queue Density
1		0.0777315
2		0.0801235
3		0.082338
4		0.0921644
5		0.0938735
6		0.094591
7		0.0997878
8		0.104313
9		0.101763
10		0.10093
11		0.101285
12		0.10326
13		0.10456
14		0.10686
15		0.107407
16		0.108113
17		0.108974
18		0.110667
19		0.112677
20		0.115941
21		0.114661
22		0.117539
23		0.118931
24		0.122851
25		0.124039
26		0.127249
27		0.131157
28		0.130621
29		0.132813
30		0.132924
31		0.134333
32		0.136431
33		0.134633
34		0.136659
35		0.138086
36		0.137712
37		0.138221
38		0.141489
39		0.14093
40		0.139259
41		0.139869
42		0.140741
43		0.140702
44		0.141698
45		0.141084
46		0.144074
47		0.141458
48		0.13909
49		0.144406
50		0.144904
51		0.146065
52		0.150382
53		0.15196
54		0.1538
55		0.156539
56		0.158137
57		0.158152
58		0.159815
59		0.166177
60		0.165135
61		0.166902
62		0.165922
63		0.166215
64		0.165123
65		0.164244
66		0.163978
67		0.164051
68		0.162774
69		0.163048
70		0.165235
71		0.165826
72		0.165579
73		0.167531
74		0.170737
75		0.170621
76		0.17054
77		0.169892
78		0.172222
79		0.174016
80		0.17544
81		0.176208
82		0.177373
83		0.184811
84		0.186694
85		0.189618
86		0.19735
87		0.198468
88		0.204884
89		0.212647
90		0.212496
91		0.218056
92		0.220039
93		0.22093
94		0.219977
95		0.215625
96		0.218611
97		0.223638
98		0.221566
99		0.219961
100		0.221447
101		0.215853
102		0.215401
103		0.214969
104		0.213268
105		0.213438
106		0.211674
107		0.214904
108		0.216906
109		0.219711
110		0.223843
111		0.224329
112		0.225459
113		0.230505
114		0.230737
115		0.236609
116		0.240594
117		0.239942
118		0.242496
119		0.243542
120		0.243295
121		0.243611
122		0.244456
123		0.244421
124		0.247373
125		0.24762
126		0.248742
127		0.246435
128		0.250035
129		0.249769
130		0.253306
131		0.254298
132		0.254884
133		0.25463
134		0.256022
135		0.257593
136		0.257828
137		0.262913
138		0.260664
139		0.259915
140		0.261952
141		0.262851
142		0.260394
143		0.262064
144		0.264549
145		0.253804
146		0.256404
147		0.256393
148		0.255517
149		0.253619
150		0.254981
151		0.253364
152		0.2525
153		0.2551
154		0.255417
155		0.25647
156		0.255737
157		0.252866
158		0.250108
159		0.249572
160		0.249035
161		0.247323
162		0.248164
163		0.249556
164		0.248322
165		0.247184
166		0.24515
167		0.243515
168		0.242562
169		0.241111
170		0.245189
171		0.244306
172		0.240876
173		0.240382
174		0.240305
175		0.239545
176		0.239857
177		0.239244
178		0.238839
179		0.237573
180		0.237955
181		0.239707
182		0.237257
183		0.238302
184		0.236354
185		0.236443
186		0.235413
187		0.235158
188		0.235999
189		0.236204
190		0.237419
191		0.235486
192		0.236663
193		0.234996
194		0.235243
195		0.241844
196		0.243183
197		0.243306
198		0.243989
199		0.243356
200		0.242593
201		0.242261
202		0.24289
203		0.2426
204		0.243052
205		0.240621
206		0.240606
207		0.242423
208		0.241717
209		0.241593
210		0.241439
211		0.242191
212		0.24265
213		0.241721
214		0.240845
215		0.240077
216		0.239672
217		0.239475
218		0.240999
219		0.240733
220		0.230363
221		0.230853
222		0.231215
223		0.231605
224		0.232813
225		0.234294
226		0.234668
227		0.236636
228		0.235316
229		0.234252
230		0.232967
231		0.233414
232		0.232261
233		0.234062
234		0.234533
235		0.232708
236		0.23561
237		0.234796
238		0.235313
239		0.232396
240		0.233399
241		0.23044
242		0.231003
243		0.231728
244		0.233179
245		0.233754
246		0.234144
247		0.233974
248		0.233434
249		0.235637
250		0.23392
251		0.233005
252		0.233025
253		0.232114
254		0.230725
255		0.232523
256		0.231323
257		0.233048
258		0.231192
259		0.232033
260		0.231169
261		0.23211
262		0.230671
263		0.232257
264		0.231007
265		0.230602
266		0.231269
267		0.230513
268		0.230802
269		0.231779
270		0.229356
271		0.229452
272		0.229954
273		0.229587
274		0.231142
275		0.234383
276		0.233017
277		0.237909
278		0.239209
279		0.240089
280		0.243819
281		0.245586
282		0.246856
283		0.250189
284		0.249734
285		0.252654
286		0.253796
287		0.250964
288		0.252126
289		0.24956
290		0.24912
291		0.246779
292		0.247847
293		0.244761
294		0.245093
295		0.241262
296		0.239259
297		0.236316
298		0.236466
299		0.237373
300		0.237558
301		0.236169
302		0.23674
303		0.237978
304		0.234394
305		0.232662
306		0.234769
307		0.234502
308		0.232982
309		0.233924
310		0.234649
311		0.236454
312		0.234965
313		0.233997
314		0.235475
315		0.236343
316		0.234772
317		0.232782
318		0.231458
319		0.229572
320		0.23571
321		0.233673
322		0.23289
323		0.234981
324		0.234703
325		0.235494
326		0.234749
327		0.233765
328		0.234344
329		0.2351
330		0.23451
331		0.233395
332		0.234344
333		0.235289
334		0.235772
335		0.234695
336		0.235312
337		0.235629
338		0.235853
339		0.236933
340		0.238225
341		0.239522
342		0.240127
343		0.241474
344		0.242002
345		0.234282
346		0.236547
347		0.242342
348		0.241181
349		0.241015
350		0.239904
351		0.238654
352		0.237631
353		0.238792
354		0.238954
355		0.238684
356		0.241902
357		0.242616
358		0.24213
359		0.242122
360		0.244522
361		0.244603
362		0.245814
363		0.246161
364		0.246593
365		0.245166
366		0.244032
367		0.24412
368		0.242689
369		0.242157
370		0.24267
371		0.242238
372		0.242955
373		0.244398
374		0.243931
375		0.245336
376		0.24483
377		0.245529
378		0.245602
379		0.24598
380		0.245556
381		0.24488
382		0.247276
383		0.248194
384		0.25005
385		0.252785
386		0.253461
387		0.253681
388		0.255336
389		0.257014
390		0.257674
391		0.257191
392		0.258596
393		0.257809
394		0.260448
395		0.254641
396		0.254687
397		0.254815
398		0.256987
399		0.256057
400		0.257299
401		0.256543
402		0.258391
403		0.262149
404		0.267693
405		0.270289
406		0.275571
407		0.279533
408		0.28255
409		0.291042
410		0.29539
411		0.300675
412		0.307778
413		0.313044
414		0.317689
415		0.321393
416		0.326582
417		0.328935
418		0.334101
419		0.337465
420		0.338395
421		0.346705
422		0.349556
423		0.352836
424		0.361589
425		0.368383
426		0.368634
427		0.373596
428		0.377068
429		0.382608
430		0.385768
431		0.391744
432		0.395521
433		0.399279
434		0.404329
435		0.406593
436		0.407234
437		0.411277
438		0.413337
439		0.418897
440		0.418553
441		0.418904
442		0.420158
443		0.423692
444		0.42272
445		0.417296
446		0.416319
447		0.424495
448		0.422303
449		0.425992
450		0.42755
451		0.4289
452		0.434074
453		0.43419
454		0.435073
455		0.435085
456		0.437921
457		0.439093
458		0.443329
459		0.444086
460		0.444568
461		0.445556
462		0.446427
463		0.446663
464		0.448823
465		0.446929
466		0.446134
467		0.447404
468		0.444981
469		0.448731
470		0.455532
471		0.456084
472		0.457998
473		0.458075
474		0.457242
475		0.459861
476		0.459796
477		0.456481
478		0.459387
479		0.455849
480		0.457886
481		0.460475
482		0.462014
483		0.460343
484		0.46135
485		0.463202
486		0.462133
487		0.460201
488		0.460174
489		0.462415
490		0.459981
491		0.458835
492		0.458615
493		0.4611
494		0.461613
495		0.462936
496		0.463476
497		0.465833
498		0.465509
499		0.469321
500		0.47414
501		0.474765
502		0.479745
503		0.484842
504		0.48686
505		0.490224
506		0.496856
507		0.499927
508		0.504606
509		0.509163
510		0.511771
511		0.514533
512		0.518522
513		0.519996
514		0.519931
515		0.521759
516		0.520741
517		0.519919
518		0.523661
519		0.525085
520		0.531701
521		0.533322
522		0.537403
523		0.536647
524		0.537909
525		0.53924
526		0.53838
527		0.540949
528		0.54309
529		0.545042
530		0.542477
531		0.542759
532		0.545367
533		0.5426
534		0.542666
535		0.541188
536		0.541628
537		0.540656
538		0.542288
539		0.542056
540		0.543804
541		0.541636
542		0.542465
543		0.545764
544		0.548245
545		0.520691
546		0.524194
547		0.525432
548		0.525775
549		0.52804
550		0.526424
551		0.524275
552		0.526748
553		0.528924
554		0.528187
555		0.523025
556		0.521011
557		0.522357
558		0.52365
559		0.520085
560		0.519776
561		0.524576
562		0.52326
563		0.522091
564		0.523758
565		0.522982
566		0.521944
567		0.522458
568		0.519151
569		0.520297
570		0.522218
571		0.528426
572		0.529371
573		0.531134
574		0.534657
575		0.535235
576		0.536879
577		0.536215
578		0.538738
579		0.544425
580		0.548013
581		0.547743
582		0.549298
583		0.550177
584		0.550193
585		0.551358
586		0.554618
587		0.556578
588		0.556902
589		0.559008
590		0.558368
591		0.559132
592		0.558056
593		0.557373
594		0.559502
595		0.546694
596		0.550837
597		0.549892
598		0.551605
599		0.554826
600		0.558391
601		0.558657
602		0.561211
603		0.562539
604		0.564869
605		0.565826
606		0.565397
607		0.570536
608		0.57338
609		0.572982
610		0.574055
611		0.582218
612		0.582963
613		0.585096
614		0.590583
615		0.59272
616		0.592492
617		0.59424
618		0.596292
619		0.597276
620		0.595563
621		0.595895
622		0.60015
623		0.604248
624		0.603576
625		0.606057
626		0.606786
627		0.606231
628		0.605957
629		0.60652
630		0.605517
631		0.609456
632		0.611246
633		0.612751
634		0.610351
635		0.609873
636		0.613735
637		0.612963
638		0.610231
639		0.610062
640		0.610779
641		0.61343
642		0.611802
643		0.613846
644		0.614267
645		0.626057
646		0.627376
647		0.628437
648		0.630386
649		0.631952
650		0.630208
651		0.629464
652		0.628827
653		0.62858
654		0.630694
655		0.632056
656		0.634171
657		0.6351
658		0.63843
659		0.636107
660		0.636115
661		0.63615
662		0.637677
663		0.639618
664		0.636944
665		0.640316
666		0.639826
667		0.643229
668		0.643642
669		0.643823
670		0.622832
671		0.62581
672		0.623503
673		0.627353
674		0.628866
675		0.630062
676		0.629371
677		0.630027
678		0.632423
679		0.629672
680		0.630826
681		0.633422
682		0.634174
683		0.63723
684		0.637712
685		0.636651
686		0.638777
687		0.638804
688		0.638511
689		0.639784
690		0.638947
691		0.639093
692		0.640185
693		0.640675
694		0.643083
695		0.624958
696		0.625066
697		0.627419
698		0.631343
699		0.631069
700		0.630027
701		0.630883
702		0.631397
703		0.632191
704		0.634101
705		0.633762
706		0.63468
707		0.635683
708		0.636732
709		0.637947
710		0.636142
711		0.637762
712		0.637967
713		0.638615
714		0.639595
715		0.641339
716		0.640505
717		0.641701
718		0.642731
719		0.642944
720		0.636188
721		0.636069
722		0.637704
723		0.640421
724		0.640482
725		0.641289
726		0.642624
727		0.642647
728		0.643306
729		0.64434
730		0.645046
731		0.643688
732		0.644684
733		0.643522
734		0.645818
735		0.645166
736		0.645517
737		0.644591
738		0.646593
739		0.64537
740		0.644568
741		0.645965
742		0.647685
743		0.648634
744		0.648962
745		0.624668
746		0.629136
747		0.626937
748		0.63184
749		0.629657
750		0.632041
751		0.614846
752		0.618673
753		0.620953
754		0.6225
755		0.62037
756		0.619109
757		0.625718
758		0.624576
759		0.624074
760		0.625988
761		0.62723
762		0.625949
763		0.626655
764		0.627315
765		0.626049
766		0.62593
767		0.629394
768		0.626609
769		0.627843
770		0.640355
771		0.639664
772		0.640721
773		0.639823
774		0.636601
775		0.641474
776		0.641254
777		0.646389
778		0.647739
779		0.647697
780		0.646956
781		0.647029
782		0.652087
783		0.652867
784		0.653341
785		0.651127
786		0.649958
787		0.651219
788		0.652095
789		0.65245
790		0.655135
791		0.662573
792		0.664012
793		0.666593
794		0.668862
795		0.631157
796		0.628171
797		0.631759
798		0.638287
799		0.638576
800		0.643005
801		0.647145
802		0.648708
803		0.648538
804		0.646393
805		0.650949
806		0.650552
807		0.651292
808		0.655096
809		0.655008
810		0.656501
811		0.656655
812		0.656659
813		0.660378
814		0.66093
815		0.662342
816		0.659506
817		0.663866
818		0.661323
819		0.664236
820		0.654495
821		0.655525
822		0.655853
823		0.657431
824		0.661779
825		0.658202
826		0.659298
827		0.662253
828		0.662689
829		0.662824
830		0.661458
831		0.666119
832		0.665131
833		0.665432
834		0.667955
835		0.67039
836		0.668935
837		0.670637
838		0.672326
839		0.672199
840		0.671366
841		0.673773
842		0.674634
843		0.677994
844		0.676597
845		0.674498
846		0.671678
847		0.671937
848		0.675644
849		0.6713
850		0.677095
851		0.676215
852		0.678623
853		0.675058
854		0.676983
855		0.675042
856		0.679556
857		0.67564
858		0.679228
859		0.679032
860		0.679811
861		0.680636
862		0.679595
863		0.682523
864		0.681134
865		0.683665
866		0.682789
867		0.68387
868		0.683449
869		0.683866
870		0.663958
871		0.663823
872		0.664892
873		0.665961
874		0.668769
875		0.6675
876		0.666593
877		0.667303
878		0.668036
879		0.668276
880		0.654954
881		0.654772
882		0.654001
883		0.653356
884		0.654093
885		0.656381
886		0.65674
887		0.655745
888		0.658866
889		0.659761
890		0.662049
891		0.659931
892		0.661181
893		0.660486
894		0.660235
895		0.661956
896		0.664325
897		0.665228
898		0.665559
899		0.665579
900		0.665096
901		0.666408
902		0.669784
903		0.6712
904		0.671373
905		0.682006
906		0.681296
907		0.682975
908		0.68299
