The video is over!
The video is over!
The video is over!
The video is over!
   Frame Number   Queue Density Dynamic Density
            264        0.233782        0.000000
            265        0.232924        0.000000
            266        0.233268        0.000000
            267        0.232441        0.000000
            268        0.233287        0.000000
            269        0.232317        0.000000
            270        0.232573        0.000000
            271        0.231947        0.000000
            272        0.232778        0.000000
            273        0.232061        0.000000
            274        0.232615        0.000000
            275        0.232509        0.000000
            276        0.233423        0.000000
            277        0.233167        0.000000
            278        0.234026        0.000000
            279        0.233980        0.000000
            280        0.234852        0.000000
            281        0.234910        0.000000
            282        0.235843        0.000000
            283        0.236144        0.000000
            284        0.236752        0.000000
            285        0.236774        0.000000
            286        0.237319        0.000000
            287        0.237353        0.000000
            288        0.237905        0.000000
            289        0.238096        0.000000
            290        0.238549        0.000000
            291        0.238640        0.000000
            292        0.238211        0.000000
            293        0.238669        0.000000
            294        0.238640        0.000000
            295        0.239079        0.000000
            296        0.238476        0.000000
            297        0.239177        0.000000
            298        0.239068        0.000000
            299        0.239447        0.000000
            300        0.238913        0.000000
            301        0.239427        0.000000
            302        0.239123        0.000000
            303        0.239342        0.000000
            304        0.239058        0.000000
            305        0.239801        0.000000
            306        0.238969        0.000000
            307        0.239665        0.000000
            308        0.239493        0.000000
            309        0.240172        0.000000
            310        0.239372        0.000000
            311        0.239962        0.000000
            312        0.239683        0.000000
            313        0.240157        0.000000
            314        0.238904        0.000000
            315        0.239024        0.000000
            316        0.238390        0.000000
            317        0.239126        0.000000
            318        0.237679        0.000000
            319        0.237683        0.000000
            320        0.236945        0.000000
            321        0.237343        0.000000
            322        0.235915        0.000000
            323        0.235664        0.000000
            324        0.235066        0.000000
            325        0.235568        0.000000
            326        0.234280        0.000000
            327        0.234279        0.000000
            328        0.233683        0.000000
            329        0.234214        0.000000
            330        0.233202        0.000000
            331        0.233211        0.000000
            332        0.233450        0.000000
            333        0.233747        0.000000
            334        0.232992        0.000000
            335        0.232947        0.000000
            336        0.233177        0.000000
            337        0.233650        0.000000
            338        0.232969        0.000000
            339        0.233313        0.000000
            340        0.233573        0.000000
            341        0.234326        0.000000
            342        0.233229        0.000000
            343        0.233713        0.000000
            344        0.234407        0.000000
            345        0.234910        0.000000
            346        0.234084        0.000000
            347        0.234328        0.000000
            348        0.235157        0.000000
            349        0.235423        0.000000
            350        0.234790        0.000000
            351        0.234945        0.000000
            352        0.235625        0.000000
            353        0.236188        0.000000
            354        0.235745        0.000000
            355        0.236190        0.000000
            356        0.237063        0.000000
            357        0.236867        0.000000
            358        0.236579        0.000000
            359        0.237122        0.000000
            360        0.237889        0.000000
            361        0.237730        0.000000
            362        0.237472        0.000000
            363        0.237933        0.000000
            364        0.238731        0.000000
            365        0.238543        0.000000
            366        0.238408        0.000000
            367        0.238651        0.000000
            368        0.239476        0.000000
            369        0.239495        0.000000
            370        0.239233        0.000000
            371        0.239522        0.000000
            372        0.240146        0.000000
            373        0.240275        0.000000
            374        0.240194        0.000000
            375        0.240522        0.000000
            376        0.240936        0.000000
            377        0.240971        0.000000
            378        0.240676        0.000000
            379        0.241245        0.000000
            380        0.241529        0.000000
            381        0.241544        0.000000
            382        0.242157        0.000000
            383        0.242710        0.000000
