The video is over!
Time of video Queue Density, Dynamic Density
11.923, 0.23865, 0
11.9897, 0.238241, 0
12.0563, 0.23929, 0
12.1229, 0.235779, 0
12.1895, 0.237103, 0
12.2561, 0.239402, 0
12.3227, 0.237593, 0
12.3893, 0.23696, 0
12.4559, 0.238383, 0
12.5225, 0.236651, 0
12.5891, 0.236447, 0
12.6557, 0.239074, 0
12.7224, 0.236852, 0
12.789, 0.23885, 0
12.8556, 0.238356, 0
12.9222, 0.23936, 0
12.9888, 0.242716, 0
13.0554, 0.244938, 0
13.122, 0.244383, 0
13.1886, 0.245247, 0
13.2552, 0.246265, 0
13.3218, 0.243966, 0
13.3884, 0.243735, 0
13.4551, 0.241065, 0
13.5217, 0.24213, 0
13.5883, 0.243179, 0
13.6549, 0.244877, 0
13.7215, 0.244379, 0
13.7881, 0.244595, 0
13.8547, 0.243164, 0
13.9213, 0.24304, 0
13.9879, 0.243434, 0
14.0545, 0.243279, 0
14.1211, 0.241767, 0
14.1878, 0.239606, 0
14.2544, 0.240378, 0
14.321, 0.241929, 0
14.3876, 0.241759, 0
14.4542, 0.242485, 0
14.5208, 0.242025, 0
14.5874, 0.242681, 0
14.654, 0.232805, 0
14.7206, 0.232616, 0
14.7872, 0.233106, 0
14.8538, 0.233441, 0
14.9205, 0.235721, 0
14.9871, 0.23637, 0
15.0537, 0.235934, 0
15.1203, 0.234915, 0
15.1869, 0.235679, 0
15.2535, 0.232674, 0
15.3201, 0.235837, 0
15.3867, 0.235737, 0
15.4533, 0.236308, 0
15.5199, 0.23659, 0
15.5865, 0.23588, 0
15.6532, 0.239198, 0
15.7198, 0.237948, 0
15.7864, 0.235463, 0
15.853, 0.236566, 0
15.9196, 0.237361, 0
15.9862, 0.236613, 0
16.0528, 0.23213, 0
16.1194, 0.234089, 0
16.186, 0.236682, 0
16.2526, 0.23608, 0
16.3192, 0.235783, 0
16.3859, 0.237758, 0
16.4525, 0.238059, 0
16.5191, 0.236053, 0
16.5857, 0.237639, 0
16.6523, 0.236127, 0
16.7189, 0.235467, 0
16.7855, 0.236208, 0
16.8521, 0.232901, 0
16.9187, 0.234213, 0
16.9853, 0.235378, 0
17.052, 0.235073, 0
17.1186, 0.237481, 0
17.1852, 0.233924, 0
17.2518, 0.234684, 0
17.3184, 0.231721, 0
17.385, 0.232778, 0
17.4516, 0.23223, 0
17.5182, 0.233619, 0
17.5848, 0.235131, 0
17.6514, 0.233603, 0
17.718, 0.234082, 0
17.7847, 0.233434, 0
17.8513, 0.235424, 0
17.9179, 0.233696, 0
17.9845, 0.229595, 0
18.0511, 0.228769, 0
18.1177, 0.230791, 0
18.1843, 0.230648, 0
18.2509, 0.229892, 0
18.3175, 0.231971, 0
18.3841, 0.233387, 0
18.4507, 0.236412, 0
18.5174, 0.239715, 0
18.584, 0.239784, 0
18.6506, 0.244973, 0
18.7172, 0.247797, 0
18.7838, 0.246871, 0
18.8504, 0.247465, 0
18.917, 0.251578, 0
18.9836, 0.253719, 0
19.0502, 0.253191, 0
19.1168, 0.250864, 0
19.1834, 0.253596, 0
19.2501, 0.25125, 0
19.3167, 0.247716, 0
19.3833, 0.248642, 0
19.4499, 0.248981, 0
19.5165, 0.247315, 0
19.5831, 0.247114, 0
19.6497, 0.240648, 0
19.7163, 0.237242, 0
19.7829, 0.238507, 0
19.8495, 0.239668, 0
19.9161, 0.239468, 0
19.9828, 0.239375, 0
20.0494, 0.240451, 0
20.116, 0.2375, 0
20.1826, 0.236188, 0
20.2492, 0.233862, 0
20.3158, 0.234159, 0
20.3824, 0.231049, 0
20.449, 0.232747, 0
20.5156, 0.232886, 0
20.5822, 0.236265, 0
20.6488, 0.236944, 0
20.7155, 0.232662, 0
20.7821, 0.233557, 0
20.8487, 0.232569, 0
20.9153, 0.233326, 0
20.9819, 0.23402, 0
21.0485, 0.233218, 0
21.1151, 0.2338, 0
21.1817, 0.232434, 0
21.2483, 0.230031, 0
21.3149, 0.233796, 0
21.3815, 0.233557, 0
21.4482, 0.235559, 0
21.5148, 0.236701, 0
21.5814, 0.234877, 0
21.648, 0.23537, 0
21.7146, 0.23412, 0
21.7812, 0.236867, 0
21.8478, 0.237909, 0
21.9144, 0.236489, 0
21.981, 0.236427, 0
22.0476, 0.235104, 0
22.1142, 0.235745, 0
22.1809, 0.236975, 0
22.2475, 0.236439, 0
22.3141, 0.235837, 0
22.3807, 0.23424, 0
22.4473, 0.235363, 0
22.5139, 0.235532, 0
22.5805, 0.236505, 0
22.6471, 0.237319, 0
22.7137, 0.23789, 0
22.7803, 0.240667, 0
22.8469, 0.242226, 0
22.9136, 0.240023, 0
22.9802, 0.234313, 0
23.0468, 0.235031, 0
23.1134, 0.243326, 0
23.18, 0.242986, 0
23.2466, 0.242878, 0
23.3132, 0.241613, 0
23.3798, 0.242292, 0
23.4464, 0.241304, 0
23.513, 0.243356, 0
23.5796, 0.243696, 0
23.6463, 0.24081, 0
23.7129, 0.242832, 0
23.7795, 0.243314, 0
23.8461, 0.24331, 0
23.9127, 0.24331, 0
23.9793, 0.241535, 0
24.0459, 0.241875, 0
24.1125, 0.239715, 0
24.1791, 0.247106, 0
24.2457, 0.244545, 0
24.3124, 0.245351, 0
24.379, 0.244302, 0
24.4456, 0.242546, 0
24.5122, 0.241809, 0
24.5788, 0.244194, 0
24.6454, 0.244799, 0
24.712, 0.244491, 0
24.7786, 0.245108, 0
24.8452, 0.246528, 0
24.9118, 0.244799, 0
24.9784, 0.244614, 0
25.0451, 0.244105, 0
25.1117, 0.245081, 0
25.1783, 0.244475, 0
25.2449, 0.242176, 0
25.3115, 0.242886, 0
25.3781, 0.242083, 0
25.4447, 0.247751, 0
25.5113, 0.248029, 0
25.5779, 0.247284, 0
25.6445, 0.25108, 0
25.7111, 0.253349, 0
25.7778, 0.252569, 0
25.8444, 0.254306, 0
25.911, 0.254888, 0
25.9776, 0.254479, 0
26.0442, 0.254576, 0
26.1108, 0.255004, 0
26.1774, 0.255552, 0
26.244, 0.256343, 0
26.3106, 0.253881, 0
26.3772, 0.25336, 0
26.4438, 0.257469, 0
26.5105, 0.258711, 0
26.5771, 0.255328, 0
26.6437, 0.256825, 0
26.7103, 0.255883, 0
26.7769, 0.257924, 0
26.8435, 0.263102, 0
26.9101, 0.267508, 0
26.9767, 0.270174, 0
27.0433, 0.275617, 0
27.1099, 0.280525, 0
27.1765, 0.282207, 0
27.2432, 0.29108, 0
27.3098, 0.297083, 0
27.3764, 0.301354, 0
27.443, 0.30549, 0
27.5096, 0.311157, 0
27.5762, 0.316208, 0
27.6428, 0.320949, 0
27.7094, 0.327107, 0
27.776, 0.329587, 0
27.8426, 0.335316, 0
27.9092, 0.339356, 0
27.9759, 0.340756, 0
28.0425, 0.346925, 0
28.1091, 0.351065, 0
28.1757, 0.354163, 0
28.2423, 0.362504, 0
28.3089, 0.369738, 0
28.3755, 0.37233, 0
28.4421, 0.37603, 0
28.5087, 0.382485, 0
28.5753, 0.384356, 0
28.6419, 0.390961, 0
28.7086, 0.396308, 0
28.7752, 0.399745, 0
28.8418, 0.401713, 0
28.9084, 0.409703, 0
28.975, 0.409132, 0
29.0416, 0.409429, 0
29.1082, 0.414888, 0
29.1748, 0.417978, 0
29.2414, 0.418002, 0
29.308, 0.420012, 0
29.3746, 0.419973, 0
29.4413, 0.423677, 0
29.5079, 0.427407, 0
29.5745, 0.426624, 0
29.6411, 0.417338, 0
29.7077, 0.419784, 0
29.7743, 0.424568, 0
29.8409, 0.42289, 0
29.9075, 0.426821, 0
29.9741, 0.427932, 0
30.0407, 0.42831, 0
30.1073, 0.434502, 0
30.174, 0.435112, 0
30.2406, 0.436181, 0
30.3072, 0.438607, 0
30.3738, 0.439387, 0
30.4404, 0.440216, 0
30.507, 0.442029, 0
30.5736, 0.445756, 0
30.6402, 0.44706, 0
30.7068, 0.44684, 0
30.7734, 0.448542, 0
30.8401, 0.447002, 0
30.9067, 0.448391, 0
30.9733, 0.4463, 0
31.0399, 0.446474, 0
31.1065, 0.449005, 0
31.1731, 0.445883, 0
31.2397, 0.451535, 0
31.3063, 0.456825, 0
31.3729, 0.456941, 0
31.4395, 0.459286, 0
31.5061, 0.460193, 0
31.5728, 0.458908, 0
31.6394, 0.462739, 0
31.706, 0.461771, 0
31.7726, 0.459873, 0
31.8392, 0.46294, 0
31.9058, 0.461717, 0
31.9724, 0.461952, 0
32.039, 0.465914, 0
32.1056, 0.465795, 0
32.1722, 0.463962, 0
32.2388, 0.46505, 0
32.3055, 0.464641, 0
32.3721, 0.464846, 0
32.4387, 0.459919, 0
32.5053, 0.461736, 0
32.5719, 0.464232, 0
32.6385, 0.462573, 0
32.7051, 0.464306, 0
32.7717, 0.464209, 0
32.8383, 0.464541, 0
32.9049, 0.464394, 0
32.9715, 0.46338, 0
33.0382, 0.464221, 0
33.1048, 0.469255, 0
33.1714, 0.470783, 0
33.238, 0.475367, 0
33.3046, 0.479279, 0
33.3712, 0.478603, 0
33.4378, 0.483696, 0
33.5044, 0.488017, 0
33.571, 0.490764, 0
33.6376, 0.491952, 0
33.7042, 0.501427, 0
33.7709, 0.5024, 0
33.8375, 0.508441, 0
33.9041, 0.513156, 0
33.9707, 0.513912, 0
34.0373, 0.517461, 0
34.1039, 0.520409, 0
34.1705, 0.523248, 0
34.2371, 0.521443, 0
34.3037, 0.523279, 0
34.3703, 0.523634, 0
34.4369, 0.523202, 0
34.5036, 0.525988, 0
34.5702, 0.527693, 0
34.6368, 0.53532, 0
34.7034, 0.53718, 0
34.77, 0.541825, 0
34.8366, 0.53956, 0
34.9032, 0.542458, 0
34.9698, 0.542778, 0
35.0364, 0.53767, 0
35.103, 0.541956, 0
35.1696, 0.546721, 0
35.2363, 0.546887, 0
35.3029, 0.547068, 0
35.3695, 0.546393, 0
35.4361, 0.548495, 0
35.5027, 0.546512, 0
35.5693, 0.546119, 0
35.6359, 0.544958, 0
35.7025, 0.543723, 0
35.7691, 0.544421, 0
35.8357, 0.545004, 0
35.9023, 0.546898, 0
35.969, 0.547924, 0
36.0356, 0.544931, 0
36.1022, 0.548453, 0
36.1688, 0.55081, 0
36.2354, 0.552616, 0
36.302, 0.521543, 0
36.3686, 0.52615, 0
36.4352, 0.528843, 0
36.5018, 0.52907, 0
36.5684, 0.528422, 0
36.635, 0.528684, 0
36.7017, 0.528221, 0
36.7683, 0.528013, 0
36.8349, 0.528538, 0
36.9015, 0.530178, 0
36.9681, 0.529745, 0
37.0347, 0.527546, 0
37.1013, 0.527114, 0
37.1679, 0.530532, 0
37.2345, 0.524857, 0
37.3011, 0.525251, 0
37.3678, 0.525949, 0
37.4344, 0.528893, 0
37.501, 0.526389, 0
37.5676, 0.5262, 0
37.6342, 0.52593, 0
37.7008, 0.525675, 0
37.7674, 0.527782, 0
37.834, 0.524587, 0
37.9006, 0.527774, 0
37.9672, 0.528569, 0
38.0338, 0.530957, 0
38.1005, 0.533017, 0
38.1671, 0.536319, 0
38.2337, 0.538322, 0
38.3003, 0.540995, 0
38.3669, 0.540652, 0
38.4335, 0.543009, 0
38.5001, 0.542438, 0
38.5667, 0.548819, 0
38.6333, 0.549726, 0
38.6999, 0.553503, 0
38.7665, 0.554352, 0
38.8332, 0.555756, 0
38.8998, 0.556937, 0
38.9664, 0.558264, 0
39.033, 0.560093, 0
39.0996, 0.562901, 0
39.1662, 0.563017, 0
39.2328, 0.56311, 0
39.2994, 0.563812, 0
39.366, 0.564525, 0
39.4326, 0.560675, 0
39.4992, 0.562778, 0
39.5659, 0.562423, 0
39.6325, 0.551157, 0
39.6991, 0.556497, 0
39.7657, 0.554711, 0
39.8323, 0.558661, 0
39.8989, 0.560502, 0
39.9655, 0.563611, 0
40.0321, 0.563711, 0
40.0987, 0.562728, 0
40.1653, 0.566053, 0
40.2319, 0.564965, 0
40.2986, 0.567666, 0
40.3652, 0.56794, 0
40.4318, 0.572581, 0
40.4984, 0.576211, 0
40.565, 0.575594, 0
40.6316, 0.575112, 0
40.6982, 0.58235, 0
40.7648, 0.584645, 0
40.8314, 0.587569, 0
40.898, 0.592593, 0
40.9646, 0.59544, 0
41.0313, 0.593164, 0
41.0979, 0.598881, 0
41.1645, 0.599367, 0
41.2311, 0.601065, 0
41.2977, 0.600586, 0
41.3643, 0.599769, 0
41.4309, 0.603403, 0
41.4975, 0.606779, 0
41.5641, 0.608989, 0
41.6307, 0.609109, 0
41.6973, 0.611786, 0
41.764, 0.611292, 0
41.8306, 0.610042, 0
41.8972, 0.610316, 0
41.9638, 0.611285, 0
42.0304, 0.613646, 0
42.097, 0.617515, 0
42.1636, 0.61897, 0
42.2302, 0.617164, 0
42.2968, 0.616624, 0
42.3634, 0.620409, 0
42.43, 0.618125, 0
42.4967, 0.613619, 0
42.5633, 0.615285, 0
42.6299, 0.615567, 0
42.6965, 0.616204, 0
42.7631, 0.614468, 0
42.8297, 0.614788, 0
42.8963, 0.615004, 0
42.9629, 0.626412, 0
43.0295, 0.629792, 0
43.0961, 0.630339, 0
43.1627, 0.632921, 0
43.2294, 0.633202, 0
43.296, 0.633735, 0
43.3626, 0.633117, 0
43.4292, 0.631713, 0
43.4958, 0.631898, 0
43.5624, 0.635625, 0
43.629, 0.637755, 0
43.6956, 0.638773, 0
43.7622, 0.640343, 0
43.8288, 0.641053, 0
43.8954, 0.639931, 0
43.9621, 0.6388, 0
44.0287, 0.639556, 0
44.0953, 0.641211, 0
44.1619, 0.641335, 0
44.2285, 0.641617, 0
44.2951, 0.642527, 0
44.3617, 0.643248, 0
44.4283, 0.645181, 0
44.4949, 0.645613, 0
44.5615, 0.641509, 0
44.6282, 0.623792, 0
44.6948, 0.626725, 0
44.7614, 0.624147, 0
44.828, 0.630629, 0
44.8946, 0.63135, 0
44.9612, 0.630301, 0
45.0278, 0.627299, 0
45.0944, 0.633256, 0
45.161, 0.633974, 0
45.2276, 0.632643, 0
45.2942, 0.634012, 0
45.3609, 0.637245, 0
45.4275, 0.635988, 0
45.4941, 0.640316, 0
45.5607, 0.641269, 0
45.6273, 0.639931, 0
45.6939, 0.64169, 0
45.7605, 0.641728, 0
45.8271, 0.640359, 0
45.8937, 0.640502, 0
45.9603, 0.641736, 0
46.0269, 0.640343, 0
46.0936, 0.641647, 0
46.1602, 0.642284, 0
46.2268, 0.643179, 0
46.2934, 0.628121, 0
46.36, 0.630089, 0
46.4266, 0.630799, 0
46.4932, 0.634468, 0
46.5598, 0.632909, 0
46.6264, 0.631509, 0
46.693, 0.629942, 0
46.7596, 0.628299, 0
46.8263, 0.632932, 0
46.8929, 0.636956, 0
46.9595, 0.635019, 0
47.0261, 0.638993, 0
47.0927, 0.635204, 0
47.1593, 0.637797, 0
47.2259, 0.63919, 0
47.2925, 0.638283, 0
47.3591, 0.639039, 0
47.4257, 0.638549, 0
47.4923, 0.641443, 0
47.559, 0.640984, 0
47.6256, 0.642824, 0
47.6922, 0.64245, 0
47.7588, 0.643268, 0
47.8254, 0.644375, 0
47.892, 0.644128, 0
47.9586, 0.638816, 0
48.0252, 0.638052, 0
48.0918, 0.640255, 0
48.1584, 0.642947, 0
48.225, 0.643137, 0
48.2917, 0.643866, 0
48.3583, 0.642951, 0
48.4249, 0.645976, 0
48.4915, 0.645691, 0
48.5581, 0.644834, 0
48.6247, 0.64559, 0
48.6913, 0.644958, 0
48.7579, 0.645737, 0
48.8245, 0.645004, 0
48.8911, 0.645617, 0
48.9577, 0.645347, 0
49.0244, 0.64804, 0
49.091, 0.645721, 0
49.1576, 0.64777, 0
49.2242, 0.648484, 0
49.2908, 0.647851, 0
49.3574, 0.645652, 0
49.424, 0.651173, 0
49.4906, 0.650247, 0
49.5572, 0.647921, 0
49.6238, 0.625216, 0
49.6904, 0.630575, 0
49.7571, 0.629988, 0
49.8237, 0.634259, 0
49.8903, 0.631312, 0
49.9569, 0.634568, 0
50.0235, 0.618897, 0
50.0901, 0.620436, 0
50.1567, 0.622342, 0
50.2233, 0.62441, 0
50.2899, 0.622539, 0
50.3565, 0.622326, 0
50.4231, 0.627249, 0
50.4898, 0.626177, 0
50.5564, 0.625741, 0
50.623, 0.626771, 0
50.6896, 0.627423, 0
50.7562, 0.629097, 0
50.8228, 0.628303, 0
50.8894, 0.628634, 0
50.956, 0.628912, 0
51.0226, 0.62973, 0
51.0892, 0.632573, 0
51.1559, 0.629525, 0
51.2225, 0.630224, 0
51.2891, 0.643835, 0
51.3557, 0.641481, 0
51.4223, 0.642392, 0
51.4889, 0.642261, 0
51.5555, 0.639402, 0
51.6221, 0.642735, 0
51.6887, 0.644128, 0
51.7553, 0.648056, 0
51.8219, 0.648816, 0
51.8886, 0.65071, 0
51.9552, 0.648345, 0
52.0218, 0.648071, 0
52.0884, 0.654742, 0
52.155, 0.655725, 0
52.2216, 0.653491, 0
52.2882, 0.65157, 0
52.3548, 0.651246, 0
52.4214, 0.653507, 0
52.488, 0.65272, 0
52.5546, 0.653928, 0
52.6213, 0.655432, 0
52.6879, 0.661771, 0
52.7545, 0.667643, 0
52.8211, 0.668291, 0
52.8877, 0.669927, 0
52.9543, 0.633318, 0
53.0209, 0.631404, 0
53.0875, 0.635096, 0
53.1541, 0.640332, 0
53.2207, 0.639934, 0
53.2873, 0.644715, 0
53.354, 0.651273, 0
53.4206, 0.650262, 0
53.4872, 0.649819, 0
53.5538, 0.64765, 0
53.6204, 0.654514, 0
53.687, 0.654144, 0
53.7536, 0.655926, 0
53.8202, 0.660089, 0
53.8868, 0.659356, 0
53.9534, 0.65951, 0
54.02, 0.660073, 0
54.0867, 0.660228, 0
54.1533, 0.660864, 0
54.2199, 0.663322, 0
54.2865, 0.660791, 0
54.3531, 0.659506, 0
54.4197, 0.663989, 0
54.4863, 0.663175, 0
54.5529, 0.667893, 0
54.6195, 0.658893, 0
54.6861, 0.658742, 0
54.7527, 0.656563, 0
54.8194, 0.658106, 0
54.886, 0.661674, 0
54.9526, 0.660644, 0
55.0192, 0.660536, 0
55.0858, 0.662797, 0
55.1524, 0.664124, 0
55.219, 0.665312, 0
55.2856, 0.665316, 0
55.3522, 0.667407, 0
55.4188, 0.66713, 0
55.4854, 0.668854, 0
55.5521, 0.671354, 0
55.6187, 0.672836, 0
55.6853, 0.672141, 0
55.7519, 0.672867, 0
55.8185, 0.673021, 0
55.8851, 0.674599, 0
55.9517, 0.674244, 0
56.0183, 0.677623, 0
56.0849, 0.677836, 0
56.1515, 0.67946, 0
56.2181, 0.679444, 0
56.2848, 0.675012, 0
56.3514, 0.674931, 0
56.418, 0.675532, 0
56.4846, 0.679753, 0
56.5512, 0.675008, 0
56.6178, 0.680239, 0
56.6844, 0.68049, 0
56.751, 0.681273, 0
56.8176, 0.678765, 0
56.8842, 0.680247, 0
56.9508, 0.677118, 0
57.0175, 0.682434, 0
57.0841, 0.678812, 0
57.1507, 0.680502, 0
57.2173, 0.682913, 0
57.2839, 0.682079, 0
57.3505, 0.683738, 0
57.4171, 0.682836, 0
57.4837, 0.683106, 0
57.5503, 0.682446, 0
57.6169, 0.686088, 0
57.6836, 0.685976, 0
57.7502, 0.686852, 0
57.8168, 0.686651, 0
57.8834, 0.686655, 0
57.95, 0.665417, 0
58.0166, 0.667515, 0
58.0832, 0.668376, 0
58.1498, 0.667512, 0
58.2164, 0.671694, 0
58.283, 0.669232, 0
58.3496, 0.670085, 0
58.4163, 0.671072, 0
58.4829, 0.672272, 0
58.5495, 0.672404, 0
58.6161, 0.657982, 0
58.6827, 0.657994, 0
58.7493, 0.657407, 0
58.8159, 0.657122, 0
58.8825, 0.657512, 0
58.9491, 0.658214, 0
59.0157, 0.659136, 0
59.0823, 0.660039, 0
59.149, 0.662299, 0
59.2156, 0.662886, 0
59.2822, 0.664387, 0
59.3488, 0.663152, 0
59.4154, 0.665012, 0
59.482, 0.662623, 0
59.5486, 0.662712, 0
59.6152, 0.664745, 0
59.6818, 0.667465, 0
59.7484, 0.666516, 0
59.815, 0.668225, 0
59.8817, 0.665648, 0
59.9483, 0.666038, 0
60.0149, 0.666779, 0
60.0815, 0.672022, 0
60.1481, 0.673495, 0
60.2147, 0.673457, 0
60.2813, 0.683492, 0
60.3479, 0.681215, 0
60.4145, 0.682913, 0
60.4811, 0.685251, 0
60.5477, 0.685683, 0
60.6144, 0.684722, 0
60.681, 0.684321, 0
60.7476, 0.685131, 0
60.8142, 0.685359, 0
60.8808, 0.684525, 0
60.9474, 0.685918, 0
61.014, 0.68466, 0
61.0806, 0.683692, 0
61.1472, 0.683974, 0
61.2138, 0.681489, 0
61.2804, 0.681782, 0
61.3471, 0.681258, 0
61.4137, 0.683268, 0
61.4803, 0.686462, 0
61.5469, 0.68532, 0
61.6135, 0.685027, 0
61.6801, 0.685883, 0
61.7467, 0.684124, 0
61.8133, 0.687076, 0
61.8799, 0.691142, 0
61.9465, 0.664946, 0
62.0131, 0.664861, 0
62.0798, 0.664564, 0
62.1464, 0.665883, 0
62.213, 0.665023, 0
62.2796, 0.667882, 0
62.3462, 0.670513, 0
62.4128, 0.672951, 0
62.4794, 0.676867, 0
62.546, 0.675231, 0
62.6126, 0.679954, 0
62.6792, 0.679618, 0
62.7458, 0.678164, 0
62.8125, 0.68108, 0
62.8791, 0.68169, 0
62.9457, 0.683137, 0
63.0123, 0.682631, 0
63.0789, 0.681154, 0
63.1455, 0.681643, 0
63.2121, 0.683823, 0
63.2787, 0.6825, 0
63.3453, 0.679529, 0
63.4119, 0.682782, 0
63.4785, 0.679213, 0
63.5452, 0.679467, 0
63.6118, 0.675027, 0
63.6784, 0.675185, 0
63.745, 0.677901, 0
63.8116, 0.673345, 0
63.8782, 0.679699, 0
63.9448, 0.676385, 0
64.0114, 0.675907, 0
64.078, 0.679811, 0
64.1446, 0.680633, 0
64.2112, 0.678549, 0
64.2779, 0.679765, 0
64.3445, 0.680803, 0
64.4111, 0.68299, 0
64.4777, 0.681262, 0
64.5443, 0.682766, 0
64.6109, 0.683144, 0
64.6775, 0.684051, 0
64.7441, 0.68392, 0
64.8107, 0.685417, 0
64.8773, 0.686798, 0
64.944, 0.686296, 0
65.0106, 0.688287, 0
65.0772, 0.687982, 0
65.1438, 0.685818, 0
65.2104, 0.689529, 0
65.277, 0.681875, 0
65.3436, 0.67978, 0
65.4102, 0.684016, 0
65.4768, 0.686038, 0
65.5434, 0.686647, 0
65.61, 0.688364, 0
65.6767, 0.687948, 0
65.7433, 0.686018, 0
65.8099, 0.684178, 0
65.8765, 0.685768, 0
65.9431, 0.689792, 0
66.0097, 0.690413, 0
66.0763, 0.689861, 0
66.1429, 0.692801, 0
66.2095, 0.694772, 0
66.2761, 0.696103, 0
66.3427, 0.696674, 0
66.4094, 0.696022, 0
66.476, 0.69711, 0
66.5426, 0.697134, 0
66.6092, 0.696543, 0
66.6758, 0.673441, 0
66.7424, 0.675027, 0
