Frame Number, Queue Density, Dynamic Density
1, 0.0101273, 0
2, 0.0210934, 0.00846566
3, 0.0332153, 0.0192967
4, 0.0466443, 0.0314317
5, 0.0606443, 0.0438183
6, 0.0741505, 0.055995
7, 0.0897353, 0.0699556
8, 0.10582, 0.0844186
9, 0.122265, 0.0989718
10, 0.139968, 0.113145
11, 0.150486, 0.131166
12, 0.161508, 0.140489
13, 0.171025, 0.144414
14, 0.180756, 0.145934
15, 0.191125, 0.148638
16, 0.202582, 0.150639
17, 0.213059, 0.149921
18, 0.223443, 0.149667
19, 0.232778, 0.152012
20, 0.23998, 0.156586
21, 0.243901, 0.157131
22, 0.246173, 0.157373
23, 0.248264, 0.160373
24, 0.248685, 0.163605
25, 0.248181, 0.164917
26, 0.246958, 0.165049
27, 0.24485, 0.163182
28, 0.242083, 0.159327
29, 0.24029, 0.150869
30, 0.239133, 0.138361
31, 0.23762, 0.12519
32, 0.236145, 0.110849
33, 0.235239, 0.0957948
34, 0.234614, 0.0822037
35, 0.234938, 0.0697654
36, 0.236426, 0.0602284
37, 0.236336, 0.052912
38, 0.236358, 0.0458472
39, 0.235739, 0.0405463
40, 0.236265, 0.0380586
41, 0.237088, 0.0358056
42, 0.238469, 0.0351435
43, 0.240432, 0.0370324
44, 0.241727, 0.0401883
45, 0.241815, 0.040696
46, 0.241177, 0.0401975
47, 0.241202, 0.0404244
48, 0.242, 0.042017
49, 0.243935, 0.0439877
50, 0.245451, 0.0458025
51, 0.249873, 0.0505463
52, 0.258625, 0.0605988
53, 0.27036, 0.0722284
54, 0.286668, 0.0854414
55, 0.304977, 0.102733
56, 0.323139, 0.121546
57, 0.343745, 0.141181
58, 0.364566, 0.160378
59, 0.384983, 0.181563
60, 0.405488, 0.203679
61, 0.423554, 0.221386
62, 0.436948, 0.233954
63, 0.449003, 0.243046
64, 0.460156, 0.249577
65, 0.470457, 0.252082
66, 0.481318, 0.252798
67, 0.490722, 0.252364
68, 0.500228, 0.251952
69, 0.506927, 0.248191
70, 0.512644, 0.239489
71, 0.518139, 0.235083
72, 0.525333, 0.235381
73, 0.531559, 0.238429
74, 0.535025, 0.240897
75, 0.537006, 0.244576
76, 0.53975, 0.24886
77, 0.54421, 0.25213
78, 0.549386, 0.254324
79, 0.557897, 0.255375
80, 0.566927, 0.254207
81, 0.577184, 0.249684
82, 0.586253, 0.23983
83, 0.594265, 0.226801
84, 0.601366, 0.213995
85, 0.609912, 0.202608
86, 0.617923, 0.191776
87, 0.62281, 0.180951
88, 0.626568, 0.169238
89, 0.629873, 0.16062
90, 0.632241, 0.158361
91, 0.633909, 0.156812
92, 0.635997, 0.156293
93, 0.638295, 0.155727
94, 0.638552, 0.153549
95, 0.638278, 0.150072
96, 0.63662, 0.143964
97, 0.637919, 0.137594
98, 0.639458, 0.131938
99, 0.641294, 0.124591
