Frame Number, Queue Density, Dynamic Density
1, 0.00887886, 0
2, 0.0190062, 0.00622762
3, 0.0293704, 0.0145938
4, 0.0403364, 0.0238295
5, 0.0517639, 0.0339464
6, 0.0638858, 0.0447546
7, 0.0767747, 0.056512
8, 0.0902037, 0.0686258
9, 0.104035, 0.0812087
10, 0.118036, 0.0935953
11, 0.123292, 0.105376
12, 0.126671, 0.109951
13, 0.131032, 0.113627
14, 0.135651, 0.11797
15, 0.140523, 0.121777
16, 0.144486, 0.12398
17, 0.147687, 0.123608
18, 0.150702, 0.122084
19, 0.153769, 0.11961
20, 0.157472, 0.116832
21, 0.161983, 0.115352
22, 0.169122, 0.11659
23, 0.176275, 0.116997
24, 0.182677, 0.115329
25, 0.188694, 0.112975
26, 0.194248, 0.111023
27, 0.19996, 0.111123
28, 0.206676, 0.112789
29, 0.214039, 0.116525
30, 0.220704, 0.122187
31, 0.226681, 0.128377
32, 0.230998, 0.133144
33, 0.234818, 0.137911
34, 0.238892, 0.143198
35, 0.243094, 0.149406
36, 0.247924, 0.156119
37, 0.252281, 0.162971
38, 0.2549, 0.168954
39, 0.256272, 0.173242
40, 0.256809, 0.174724
41, 0.25698, 0.17431
42, 0.256583, 0.172483
43, 0.25521, 0.169699
44, 0.253407, 0.166085
45, 0.250821, 0.160094
46, 0.248082, 0.152568
47, 0.245742, 0.144722
48, 0.243545, 0.136117
49, 0.241901, 0.126836
50, 0.24086, 0.118373
51, 0.239931, 0.109668
52, 0.239105, 0.101353
53, 0.238532, 0.0931343
54, 0.238019, 0.0852762
55, 0.237725, 0.0781435
56, 0.237698, 0.0720772
57, 0.237573, 0.0647731
58, 0.237977, 0.0578194
59, 0.238002, 0.0519645
60, 0.238094, 0.046446
61, 0.237798, 0.0415988
62, 0.237111, 0.0374506
63, 0.236292, 0.0336821
64, 0.235539, 0.0301188
65, 0.234798, 0.0272546
66, 0.23392, 0.0247346
67, 0.233378, 0.0235802
68, 0.23214, 0.023034
69, 0.231616, 0.0222778
70, 0.231847, 0.0219537
71, 0.23364, 0.0230972
72, 0.236023, 0.0246127
73, 0.237883, 0.0256852
74, 0.238755, 0.0270093
75, 0.239727, 0.0284151
76, 0.240835, 0.0298843
77, 0.241204, 0.0308858
78, 0.241823, 0.0324398
79, 0.24194, 0.0353164
80, 0.241818, 0.0385509
81, 0.240546, 0.0400062
82, 0.238986, 0.0401127
83, 0.23842, 0.040716
84, 0.238512, 0.0407207
85, 0.238836, 0.0411019
86, 0.239692, 0.0417523
87, 0.240419, 0.0430548
88, 0.241096, 0.0430355
89, 0.241742, 0.041088
