Frame Number, Queue Density, Dynamic Density
1, 0.00861883, 0.000208333
2, 0.01801, 0.00493519
3, 0.0279792, 0.0124884
4, 0.0383434, 0.0207014
5, 0.0490764, 0.0298002
6, 0.0601227, 0.0393191
7, 0.0715039, 0.0494286
8, 0.0836258, 0.0601045
9, 0.0963881, 0.0714965
10, 0.109533, 0.0833291
11, 0.114388, 0.0952859
12, 0.11862, 0.102162
13, 0.122633, 0.10618
14, 0.126269, 0.108924
15, 0.129443, 0.11116
16, 0.131903, 0.112891
17, 0.134873, 0.114533
18, 0.137911, 0.116075
19, 0.140946, 0.116728
20, 0.1441, 0.116599
21, 0.14689, 0.115455
22, 0.149461, 0.113457
23, 0.151571, 0.110779
24, 0.154015, 0.108323
25, 0.157003, 0.105801
26, 0.160755, 0.103741
27, 0.16415, 0.101412
28, 0.167637, 0.0993904
29, 0.171653, 0.0980448
30, 0.176549, 0.0975586
31, 0.182366, 0.0975108
32, 0.188159, 0.0994198
33, 0.194519, 0.102074
34, 0.199969, 0.105216
35, 0.204606, 0.107841
36, 0.20915, 0.110901
37, 0.214153, 0.114659
38, 0.219071, 0.119201
39, 0.223633, 0.123674
40, 0.226806, 0.12817
41, 0.229108, 0.13311
42, 0.23186, 0.13741
43, 0.23459, 0.141782
44, 0.238392, 0.146279
45, 0.242901, 0.151519
46, 0.247375, 0.156898
47, 0.25096, 0.161878
48, 0.253864, 0.164756
49, 0.255699, 0.166731
50, 0.257235, 0.167806
51, 0.258556, 0.168071
52, 0.259449, 0.167812
53, 0.259301, 0.166523
54, 0.258457, 0.164522
55, 0.25714, 0.161068
56, 0.255432, 0.155778
57, 0.253529, 0.149
58, 0.251347, 0.141853
59, 0.249321, 0.134457
60, 0.247349, 0.12739
61, 0.245427, 0.120427
62, 0.243414, 0.114026
63, 0.241952, 0.107631
64, 0.240681, 0.100909
65, 0.239715, 0.0944198
66, 0.239235, 0.0886343
67, 0.23866, 0.0833951
68, 0.238239, 0.0789352
69, 0.237867, 0.0747593
70, 0.237731, 0.0702238
71, 0.237543, 0.0655046
72, 0.23767, 0.0604676
73, 0.23786, 0.0544583
74, 0.237875, 0.0499275
75, 0.237818, 0.0458441
76, 0.237424, 0.041912
77, 0.237449, 0.0383997
78, 0.237542, 0.034841
79, 0.237738, 0.0317824
80, 0.23769, 0.0290571
81, 0.237696, 0.0268858
82, 0.23665, 0.0248364
83, 0.235792, 0.0247284
84, 0.235127, 0.0237485
85, 0.234222, 0.0228194
86, 0.233418, 0.0220617
87, 0.23235, 0.0211775
88, 0.231216, 0.020304
89, 0.230015, 0.0191759
90, 0.229043, 0.0182145
91, 0.228176, 0.0173503
92, 0.228758, 0.0170864
93, 0.229742, 0.017179
94, 0.231443, 0.0179352
95, 0.233858, 0.0196543
96, 0.236198, 0.0212994
97, 0.238179, 0.0228164
98, 0.239909, 0.0234398
99, 0.24077, 0.0251435
100, 0.241864, 0.0268627
101, 0.242957, 0.0286744
102, 0.243306, 0.0304059
103, 0.242784, 0.0326775
104, 0.241519, 0.034483
105, 0.239744, 0.0355015
106, 0.237701, 0.036162
107, 0.236883, 0.0370864
108, 0.236211, 0.0385463
109, 0.236356, 0.0388889
110, 0.236509, 0.0391065
111, 0.236691, 0.0392006
112, 0.237019, 0.0388457
113, 0.237627, 0.0374892
114, 0.238755, 0.0361204
115, 0.239236, 0.0350278
116, 0.240298, 0.0342932
117, 0.240534, 0.0335062
118, 0.240792, 0.0327793
119, 0.241262, 0.0321281
120, 0.241515, 0.0315293
121, 0.241835, 0.0311065
122, 0.242241, 0.0312176
123, 0.242631, 0.0310463
124, 0.24196, 0.0315478
125, 0.241998, 0.0317917
126, 0.241665, 0.0318117
127, 0.241221, 0.031659
128, 0.241394, 0.0327068
129, 0.241926, 0.0341204
130, 0.24286, 0.036037
131, 0.243756, 0.0380123
132, 0.244867, 0.0394676
133, 0.246255, 0.0413102
134, 0.248287, 0.0425586
135, 0.251346, 0.0446744
136, 0.255731, 0.0483858
137, 0.261989, 0.0536698
138, 0.269386, 0.0595108
139, 0.277627, 0.0663302
140, 0.28688, 0.0744969
141, 0.297423, 0.083537
142, 0.309489, 0.0938241
143, 0.322789, 0.105583
144, 0.337284, 0.118435
145, 0.351718, 0.132062
146, 0.365532, 0.144645
147, 0.377887, 0.155988
148, 0.388948, 0.165039
149, 0.398667, 0.173265
150, 0.407378, 0.179921
151, 0.415222, 0.186162
152, 0.421969, 0.191179
153, 0.427497, 0.194981
154, 0.432168, 0.197323
155, 0.435911, 0.197363
156, 0.43865, 0.196373
157, 0.441841, 0.196262
158, 0.444864, 0.196682
159, 0.447784, 0.196849
160, 0.450696, 0.195765
161, 0.453316, 0.192915
162, 0.455355, 0.189127
163, 0.45694, 0.184762
