Frame Number, Queue Density, Dynamic Density
1, 0.00990008, 0
2, 0.0204942, 0.0083179
3, 0.0318754, 0.0186235
4, 0.0447643, 0.0304213
5, 0.0584294, 0.0428025
6, 0.0724294, 0.0554444
7, 0.0866238, 0.0682022
8, 0.102209, 0.0822762
9, 0.118681, 0.0971451
10, 0.134883, 0.110701
11, 0.141795, 0.124849
12, 0.149847, 0.13183
13, 0.160085, 0.138156
14, 0.169633, 0.141313
15, 0.1775, 0.141562
16, 0.18666, 0.142812
17, 0.197042, 0.144106
18, 0.206196, 0.142474
19, 0.215586, 0.141032
20, 0.225903, 0.142861
21, 0.235301, 0.146694
22, 0.242407, 0.150411
23, 0.245603, 0.151966
24, 0.247733, 0.155267
25, 0.250407, 0.160395
26, 0.251125, 0.163681
27, 0.250329, 0.166384
28, 0.249579, 0.16898
29, 0.247478, 0.168475
30, 0.244756, 0.163872
31, 0.242327, 0.155975
32, 0.240276, 0.145398
33, 0.239344, 0.133954
34, 0.238673, 0.121216
35, 0.237432, 0.10798
36, 0.236486, 0.0937114
37, 0.235823, 0.0796451
38, 0.234633, 0.0669475
39, 0.233812, 0.0569907
40, 0.234204, 0.0497778
41, 0.235574, 0.0444568
42, 0.236634, 0.040412
43, 0.236677, 0.0366389
44, 0.236511, 0.0346188
45, 0.236983, 0.0334599
46, 0.238269, 0.0340802
47, 0.23916, 0.0344383
48, 0.240526, 0.0363642
49, 0.242165, 0.0392377
50, 0.242278, 0.0417963
51, 0.24141, 0.0410741
52, 0.241, 0.0405802
53, 0.241042, 0.0424012
54, 0.241227, 0.0428981
55, 0.242531, 0.0441065
56, 0.243616, 0.0455355
57, 0.245568, 0.0484522
58, 0.248895, 0.0516636
59, 0.255475, 0.0566883
60, 0.265846, 0.0652269
61, 0.279782, 0.0790664
62, 0.29706, 0.095446
63, 0.315475, 0.11169
64, 0.334523, 0.130568
65, 0.354022, 0.149292
66, 0.373951, 0.169358
67, 0.393204, 0.189637
68, 0.411772, 0.208049
69, 0.426843, 0.221841
70, 0.43833, 0.230765
71, 0.446833, 0.235809
72, 0.453781, 0.239523
73, 0.462455, 0.242647
74, 0.471702, 0.243339
75, 0.481188, 0.24254
76, 0.490259, 0.240332
77, 0.499332, 0.23581
78, 0.505767, 0.231465
79, 0.512233, 0.225295
80, 0.518085, 0.218961
81, 0.523485, 0.218144
82, 0.528032, 0.220528
83, 0.531497, 0.22433
84, 0.534981, 0.228514
85, 0.535477, 0.23317
86, 0.535989, 0.236617
87, 0.538127, 0.241201
88, 0.543991, 0.244384
89, 0.551421, 0.249485
90, 0.559873, 0.250431
91, 0.56877, 0.24377
92, 0.57667, 0.232764
93, 0.58442, 0.219991
94, 0.591591, 0.206761
95, 0.600466, 0.194437
96, 0.607931, 0.184634
97, 0.61466, 0.174448
98, 0.62056, 0.165318
99, 0.6249, 0.156264
100, 0.628028, 0.151261
101, 0.630966, 0.149742
102, 0.634162, 0.14739
103, 0.635272, 0.147228
104, 0.636193, 0.147358
105, 0.637815, 0.146992
106, 0.640595, 0.143945
107, 0.640755, 0.141422
108, 0.639444, 0.137374
109, 0.638002, 0.132929
110, 0.638849, 0.129481
111, 0.639846, 0.124033
112, 0.640947, 0.117664
113, 0.643347, 0.108927
114, 0.643718, 0.100427
115, 0.644529, 0.0925224
116, 0.645532, 0.0858248
117, 0.649075, 0.0786836
118, 0.653064, 0.0744259
119, 0.657613, 0.0711671
120, 0.661151, 0.0681439
121, 0.664308, 0.0666084
122, 0.66714, 0.0667323
123, 0.670293, 0.0671022
124, 0.675019, 0.0668789
125, 0.677152, 0.0657037
126, 0.677641, 0.0633148
127, 0.677401, 0.0609109
128, 0.67774, 0.057424
129, 0.677988, 0.0539306
130, 0.679846, 0.0505802
131, 0.681061, 0.0468812
132, 0.682564, 0.0425216
133, 0.680278, 0.0385992
134, 0.679035, 0.0356713
135, 0.680037, 0.0338194
136, 0.681999, 0.0325756
137, 0.684285, 0.0324722
138, 0.68616, 0.0323326
139, 0.687761, 0.0322708
140, 0.686943, 0.0329954
141, 0.686695, 0.0330613
142, 0.687014, 0.0340737
143, 0.688574, 0.0346161
144, 0.689143, 0.0346771
145, 0.687396, 0.0346647
146, 0.686115, 0.0346671
147, 0.68501, 0.0340868
148, 0.684129, 0.0342674
149, 0.683552, 0.0346208
150, 0.683941, 0.0337296
151, 0.684273, 0.0332215
152, 0.682553, 0.0328079
153, 0.682989, 0.0328171
