Frame Number, Queue Density, Dynamic Density
1, 0.00811728, 0.000208333
2, 0.0169961, 0.00345486
3, 0.0263873, 0.00871412
4, 0.0365147, 0.0161717
5, 0.046527, 0.0239201
6, 0.0568912, 0.03213
7, 0.0674853, 0.0410251
8, 0.0784514, 0.0502431
9, 0.0894977, 0.0596211
10, 0.100925, 0.069738
11, 0.104343, 0.079816
12, 0.107586, 0.0874005
13, 0.110816, 0.0933171
14, 0.113577, 0.096767
15, 0.11671, 0.0999707
16, 0.119775, 0.102335
17, 0.122733, 0.103435
18, 0.12539, 0.103825
19, 0.128332, 0.104197
20, 0.130904, 0.103985
21, 0.133369, 0.10366
22, 0.135383, 0.102969
23, 0.136744, 0.102006
24, 0.137361, 0.10058
25, 0.138489, 0.0994645
26, 0.139785, 0.0982793
27, 0.141392, 0.0976265
28, 0.143353, 0.0973796
29, 0.145523, 0.0968457
30, 0.147823, 0.096233
31, 0.150164, 0.0949661
32, 0.152113, 0.0929506
33, 0.154326, 0.0905494
34, 0.156909, 0.0888503
35, 0.158838, 0.0869923
36, 0.160557, 0.0858086
37, 0.162248, 0.0850602
38, 0.163562, 0.0845154
39, 0.164662, 0.0835231
40, 0.166066, 0.0821111
41, 0.167474, 0.0809985
42, 0.170035, 0.0806481
43, 0.173573, 0.081213
44, 0.17792, 0.0824522
45, 0.182914, 0.0843626
46, 0.188347, 0.0869028
47, 0.193515, 0.0891281
48, 0.198605, 0.0922268
49, 0.203784, 0.0960077
50, 0.208397, 0.100375
51, 0.212543, 0.105512
52, 0.215535, 0.110802
53, 0.217398, 0.115415
54, 0.218762, 0.119881
55, 0.220241, 0.123282
56, 0.221523, 0.125373
57, 0.223069, 0.127285
58, 0.225343, 0.128739
59, 0.227488, 0.129844
60, 0.22954, 0.13198
61, 0.231978, 0.133318
62, 0.234963, 0.135039
63, 0.238108, 0.137157
64, 0.24127, 0.139273
65, 0.243975, 0.141887
66, 0.246512, 0.145262
67, 0.248793, 0.149034
68, 0.250594, 0.151319
69, 0.252287, 0.153656
70, 0.254228, 0.154738
71, 0.25608, 0.155775
72, 0.257926, 0.155304
73, 0.259208, 0.154875
74, 0.260403, 0.153625
75, 0.260927, 0.151517
76, 0.261009, 0.148881
77, 0.260917, 0.145677
78, 0.260488, 0.142512
79, 0.259332, 0.13933
80, 0.257927, 0.135323
81, 0.256596, 0.129711
82, 0.254921, 0.124727
83, 0.253616, 0.118673
84, 0.252025, 0.112546
85, 0.250687, 0.107485
86, 0.249231, 0.10273
87, 0.247765, 0.0981003
88, 0.246392, 0.0941296
89, 0.245309, 0.0899259
90, 0.244335, 0.0862191
91, 0.24336, 0.0840324
92, 0.242295, 0.0815679
93, 0.241198, 0.0785957
94, 0.240242, 0.0757137
95, 0.239174, 0.0721188
96, 0.238432, 0.0680725
97, 0.23771, 0.0638565
98, 0.23744, 0.0607284
99, 0.237491, 0.0576806
100, 0.237423, 0.054821
101, 0.237289, 0.0523194
102, 0.237424, 0.04975
103, 0.237608, 0.0482716
104, 0.237738, 0.0467415
105, 0.238036, 0.0451219
106, 0.238205, 0.0422778
107, 0.238232, 0.0394684
108, 0.237989, 0.0355571
109, 0.23765, 0.0319198
110, 0.237424, 0.0296327
111, 0.237278, 0.0272855
112, 0.237114, 0.0254753
113, 0.237096, 0.023625
114, 0.237048, 0.0221065
115, 0.237123, 0.0209367
116, 0.237358, 0.0211111
117, 0.237725, 0.0214884
118, 0.237992, 0.021571
119, 0.238141, 0.0216242
120, 0.238252, 0.0203889
121, 0.238161, 0.0193472
122, 0.238029, 0.0180949
123, 0.236944, 0.0175772
124, 0.236098, 0.0171736
125, 0.235202, 0.0169614
126, 0.234149, 0.0168742
127, 0.232952, 0.016716
128, 0.231723, 0.016615
129, 0.230717, 0.0164282
130, 0.229867, 0.0161319
131, 0.229226, 0.0154082
132, 0.22848, 0.0146142
133, 0.22858, 0.0131204
134, 0.228677, 0.0115787
135, 0.228478, 0.0109336
136, 0.228295, 0.0103765
137, 0.228498, 0.00989198
138, 0.228995, 0.00990586
139, 0.229958, 0.0107068
140, 0.231248, 0.01175
141, 0.233016, 0.0135208
142, 0.235347, 0.01625
143, 0.237852, 0.0188102
144, 0.240137, 0.0212832
145, 0.242222, 0.0224583
146, 0.244265, 0.0237917
147, 0.245855, 0.0254043
148, 0.24623, 0.0283086
149, 0.246358, 0.0307052
150, 0.24604, 0.0333565
151, 0.245215, 0.0354691
152, 0.243784, 0.0366867
153, 0.24211, 0.0379306
154, 0.240402, 0.0393094
155, 0.238912, 0.0407855
156, 0.237487, 0.0409437
157, 0.236256, 0.0407238
158, 0.235998, 0.0388549
159, 0.235204, 0.0366142
160, 0.2354, 0.0355278
161, 0.235602, 0.0343981
162, 0.235761, 0.0333256
163, 0.235966, 0.0326019
164, 0.236323, 0.0315988
165, 0.236974, 0.0306435
166, 0.237624, 0.0306011
167, 0.238315, 0.0304367
168, 0.238873, 0.0294259
169, 0.23964, 0.0286227
170, 0.239767, 0.0261929
171, 0.240253, 0.024338
172, 0.241157, 0.0227994
173, 0.24129, 0.0224738
174, 0.241661, 0.0224707
175, 0.24173, 0.0223534
176, 0.241756, 0.0224491
177, 0.241883, 0.0226636
178, 0.242179, 0.023983
179, 0.242558, 0.0256659
180, 0.24264, 0.0277238
181, 0.242475, 0.0288511
182, 0.242039, 0.0296991
183, 0.242434, 0.0291343
184, 0.242569, 0.0282994
185, 0.242231, 0.0282284
186, 0.242012, 0.0281327
187, 0.241802, 0.0283596
188, 0.241438, 0.0285802
189, 0.241022, 0.028608
190, 0.240605, 0.0283009
191, 0.240265, 0.0289267
192, 0.240227, 0.0298364
193, 0.240537, 0.0304336
194, 0.241143, 0.0313727
195, 0.242597, 0.031912
196, 0.244076, 0.0327022
197, 0.245744, 0.0337546
198, 0.247329, 0.0352948
199, 0.249161, 0.037034
200, 0.250883, 0.0391343
201, 0.25275, 0.0412747
202, 0.25514, 0.0438488
203, 0.25796, 0.0475339
204, 0.261271, 0.0519545
205, 0.265767, 0.0573256
206, 0.27113, 0.0628418
207, 0.277241, 0.0687114
208, 0.284475, 0.0748796
209, 0.292062, 0.0814892
210, 0.300943, 0.0911435
211, 0.310625, 0.100844
212, 0.320443, 0.110194
213, 0.330491, 0.119596
214, 0.340878, 0.128992
215, 0.350821, 0.137938
216, 0.360507, 0.146933
217, 0.370219, 0.155437
218, 0.37906, 0.161809
219, 0.387842, 0.167444
220, 0.395755, 0.170194
221, 0.402934, 0.172441
222, 0.409182, 0.174389
223, 0.413807, 0.17685
224, 0.417873, 0.178364
225, 0.4214, 0.178948
226, 0.42439, 0.179252
227, 0.427046, 0.179093
228, 0.429784, 0.179846
229, 0.432292, 0.18036
230, 0.434773, 0.180441
231, 0.437079, 0.179687
232, 0.439442, 0.179147
233, 0.442329, 0.177177
234, 0.444429, 0.174519
235, 0.446573, 0.173306
236, 0.448949, 0.171813
237, 0.450665, 0.169924
238, 0.45223, 0.168526
239, 0.453375, 0.167105
240, 0.454605, 0.164917
241, 0.455739, 0.163503
242, 0.456967, 0.161593
243, 0.458241, 0.15758
244, 0.459544, 0.15438
245, 0.460384, 0.149761
246, 0.460948, 0.144451
247, 0.46171, 0.139488
248, 0.462168, 0.136412
249, 0.462867, 0.133241
250, 0.464252, 0.131261
251, 0.466042, 0.130143
252, 0.468258, 0.129353
253, 0.471651, 0.131447
254, 0.475828, 0.133661
255, 0.480553, 0.135785
256, 0.485776, 0.134158
257, 0.490871, 0.132345
258, 0.496309, 0.127668
259, 0.50205, 0.122579
260, 0.507465, 0.12112
261, 0.512937, 0.118022
262, 0.51792, 0.115269
263, 0.521761, 0.112179
264, 0.52504, 0.108383
265, 0.528008, 0.104142
266, 0.530805, 0.105007
267, 0.533285, 0.106647
268, 0.535438, 0.108166
269, 0.537446, 0.110634
270, 0.538932, 0.108506
271, 0.540065, 0.107239
272, 0.541353, 0.105446
273, 0.540289, 0.106451
274, 0.539125, 0.107903
275, 0.537627, 0.110366
276, 0.535742, 0.112052
277, 0.534137, 0.113144
278, 0.532598, 0.115447
279, 0.530927, 0.11736
280, 0.528566, 0.12006
281, 0.526246, 0.120203
282, 0.523361, 0.121602
283, 0.522843, 0.122225
284, 0.522253, 0.123593
285, 0.52217, 0.129079
286, 0.522529, 0.135647
287, 0.523127, 0.142485
288, 0.52427, 0.149082
289, 0.525262, 0.155802
290, 0.527699, 0.161765
291, 0.530052, 0.169265
292, 0.53289, 0.175048
293, 0.535963, 0.171821
294, 0.539587, 0.165962
295, 0.54281, 0.154884
296, 0.545211, 0.142176
297, 0.547715, 0.129154
298, 0.548444, 0.119645
299, 0.549249, 0.110256
300, 0.549668, 0.100664
301, 0.549897, 0.0923673
302, 0.550117, 0.0847778
303, 0.550245, 0.0835772
304, 0.551118, 0.0846829
305, 0.552182, 0.0858904
306, 0.554424, 0.0862662
307, 0.556904, 0.0871836
308, 0.561029, 0.084696
309, 0.565583, 0.0820988
310, 0.570287, 0.0826188
311, 0.575366, 0.0828858
312, 0.580367, 0.0831883
313, 0.585429, 0.0841034
314, 0.589269, 0.0846898
315, 0.593174, 0.0861991
316, 0.596683, 0.089456
317, 0.599512, 0.0923395
318, 0.602221, 0.0932855
319, 0.604297, 0.0943449
320, 0.60556, 0.092679
321, 0.606673, 0.0906975
322, 0.607673, 0.0887515
323, 0.609253, 0.0891698
324, 0.611173, 0.088767
325, 0.612988, 0.0880941
326, 0.614272, 0.0870108
327, 0.61563, 0.0856296
328, 0.617136, 0.085841
329, 0.619027, 0.0859437
330, 0.620994, 0.0859105
331, 0.622791, 0.0854869
332, 0.624582, 0.0851744
333, 0.625693, 0.0819028
334, 0.626633, 0.0795679
335, 0.626361, 0.0792778
336, 0.626427, 0.079196
337, 0.626676, 0.0797701
338, 0.626983, 0.080517
339, 0.627384, 0.0812932
340, 0.627997, 0.0825324
341, 0.62891, 0.0844159
342, 0.630284, 0.0859954
343, 0.631405, 0.0866119
344, 0.632509, 0.0867161
345, 0.634681, 0.0844059
346, 0.636702, 0.0822901
347, 0.638583, 0.0797068
348, 0.638949, 0.0796713
349, 0.639292, 0.0794306
350, 0.639469, 0.0786852
351, 0.63948, 0.0781096
352, 0.639073, 0.0774491
353, 0.639069, 0.0778943
354, 0.638863, 0.0781374
355, 0.638749, 0.0787662
356, 0.638684, 0.0779892
357, 0.638478, 0.0771821
358, 0.639657, 0.0742639
359, 0.640579, 0.071787
360, 0.640397, 0.0731265
361, 0.640179, 0.0741374
362, 0.64009, 0.0745849
363, 0.639928, 0.0746065
364, 0.639758, 0.0742778
365, 0.639819, 0.0734143
366, 0.639901, 0.0733179
367, 0.640345, 0.0734394
368, 0.640581, 0.0709117
369, 0.640964, 0.0676269
370, 0.642634, 0.060762
371, 0.644184, 0.0538962
372, 0.645397, 0.0470976
373, 0.644826, 0.0431439
374, 0.64491, 0.0400073
375, 0.644129, 0.0365108
376, 0.642348, 0.0332785
377, 0.640582, 0.029485
378, 0.63866, 0.0278576
379, 0.636414, 0.0267689
380, 0.634266, 0.0260968
381, 0.632074, 0.024765
382, 0.629741, 0.0243727
383, 0.628751, 0.0217994
384, 0.627594, 0.0188958
385, 0.628688, 0.0194344
386, 0.630417, 0.0199028
387, 0.631585, 0.0207485
388, 0.633183, 0.0214201
389, 0.63535, 0.0219136
390, 0.637363, 0.0216285
391, 0.639668, 0.0224356
392, 0.642418, 0.0227855
393, 0.645074, 0.0221875
394, 0.64727, 0.0222388
395, 0.647869, 0.0199163
396, 0.649467, 0.018375
397, 0.65191, 0.0172211
398, 0.650906, 0.017429
399, 0.650231, 0.018032
400, 0.649892, 0.0198951
401, 0.649559, 0.0218684
402, 0.649052, 0.0240995
403, 0.649578, 0.0277118
404, 0.650569, 0.031169
405, 0.651478, 0.0341995
406, 0.65147, 0.0361373
407, 0.651232, 0.0381161
408, 0.654182, 0.0388484
409, 0.656623, 0.0394606
410, 0.658595, 0.0415694
411, 0.66024, 0.0433495
412, 0.662234, 0.0448476
413, 0.663454, 0.0456481
414, 0.664644, 0.045963
415, 0.66595, 0.0461883
416, 0.667638, 0.0468036
417, 0.668986, 0.0467473
418, 0.670411, 0.0452874
419, 0.671564, 0.0436829
420, 0.672961, 0.039831
421, 0.674904, 0.0358715
422, 0.676711, 0.0316894
423, 0.677911, 0.0288067
424, 0.6788, 0.0264194
425, 0.679769, 0.0241856
426, 0.680448, 0.0222948
427, 0.680982, 0.0207762
428, 0.681669, 0.0206443
429, 0.682469, 0.0203094
430, 0.683113, 0.0202315
431, 0.683416, 0.0200903
432, 0.683959, 0.0203009
433, 0.684945, 0.019466
434, 0.68585, 0.0187238
435, 0.685309, 0.0187801
436, 0.684856, 0.018929
437, 0.684474, 0.0190278
438, 0.683844, 0.0193287
439, 0.683212, 0.0201682
440, 0.680957, 0.0212423
441, 0.678573, 0.0222878
442, 0.675769, 0.023233
443, 0.673665, 0.0240586
444, 0.671218, 0.0248133
445, 0.670463, 0.0245301
446, 0.669674, 0.0240972
447, 0.669032, 0.0238364
448, 0.668335, 0.0230185
449, 0.667567, 0.0220934
450, 0.668452, 0.0208904
451, 0.669858, 0.020088
452, 0.671232, 0.0193102
453, 0.674058, 0.0190548
454, 0.677345, 0.0185147
455, 0.680044, 0.0184113
456, 0.682716, 0.0182569
457, 0.685164, 0.0179174
458, 0.687423, 0.0182693
459, 0.689765, 0.0184429
460, 0.691749, 0.0184282
461, 0.693405, 0.0181343
462, 0.695331, 0.0180193
463, 0.695645, 0.0175316
464, 0.695766, 0.017169
465, 0.692641, 0.017206
466, 0.689815, 0.0169498
467, 0.687518, 0.0166103
468, 0.685422, 0.0157415
469, 0.683569, 0.0153387
470, 0.682327, 0.0150687
471, 0.681293, 0.0148542
472, 0.679889, 0.0145972
473, 0.678374, 0.0141505
474, 0.676988, 0.0137114
475, 0.679051, 0.0128588
476, 0.680742, 0.0125378
477, 0.681698, 0.0127986
478, 0.683233, 0.0142176
479, 0.684024, 0.0151389
480, 0.684836, 0.0161343
481, 0.685654, 0.0169545
482, 0.686377, 0.0177461
483, 0.687093, 0.0185683
484, 0.687825, 0.019363
485, 0.688394, 0.0203692
486, 0.689144, 0.0210359
487, 0.690419, 0.021615
488, 0.691385, 0.0210293
489, 0.69281, 0.0205648
