Frame Number, Queue Density, Dynamic Density
1, 0.00996914, 0
2, 0.0210154, 0.00903974
3, 0.0337778, 0.0204965
4, 0.0474012, 0.0328083
5, 0.0613086, 0.0448715
6, 0.0764676, 0.0584055
7, 0.0929398, 0.0731863
8, 0.109384, 0.087488
9, 0.127131, 0.103123
10, 0.148327, 0.121043
11, 0.160809, 0.140592
12, 0.171563, 0.148576
13, 0.183176, 0.1531
14, 0.194292, 0.156509
15, 0.206426, 0.159446
16, 0.217736, 0.159627
17, 0.226968, 0.159639
18, 0.235585, 0.1629
19, 0.24227, 0.165335
20, 0.245006, 0.165236
21, 0.246127, 0.163844
22, 0.248412, 0.164042
23, 0.247849, 0.164522
24, 0.247063, 0.16335
25, 0.244724, 0.159215
26, 0.242213, 0.155373
27, 0.24011, 0.147761
28, 0.23798, 0.136086
29, 0.236571, 0.122383
30, 0.235415, 0.107606
31, 0.23594, 0.0936975
32, 0.23729, 0.0819043
33, 0.237147, 0.0692361
34, 0.237031, 0.0581713
35, 0.236767, 0.0503642
36, 0.2369, 0.0440123
37, 0.237307, 0.0398781
38, 0.239079, 0.0376358
39, 0.24027, 0.0383673
40, 0.241978, 0.0413812
41, 0.242247, 0.0417901
42, 0.240932, 0.0407809
43, 0.24208, 0.0420309
44, 0.243924, 0.0441127
45, 0.247503, 0.0471991
46, 0.255122, 0.055034
47, 0.267089, 0.0678889
48, 0.282738, 0.0834336
49, 0.301114, 0.100724
50, 0.319804, 0.118244
51, 0.340227, 0.138665
52, 0.360958, 0.158188
53, 0.382046, 0.179116
54, 0.40269, 0.201343
55, 0.422184, 0.222424
56, 0.439051, 0.238836
57, 0.454685, 0.249929
58, 0.467755, 0.256852
59, 0.479176, 0.259643
60, 0.490373, 0.260352
61, 0.497906, 0.259503
62, 0.505599, 0.258309
63, 0.511818, 0.25286
64, 0.518997, 0.24958
65, 0.527347, 0.250498
66, 0.534398, 0.252843
67, 0.53769, 0.254929
68, 0.541897, 0.257858
69, 0.547599, 0.260489
70, 0.55369, 0.263201
71, 0.562386, 0.263486
72, 0.571957, 0.258764
73, 0.582579, 0.254653
74, 0.592005, 0.246806
75, 0.599907, 0.234611
76, 0.608469, 0.221219
77, 0.618035, 0.210008
78, 0.624134, 0.197725
79, 0.628738, 0.185116
80, 0.631684, 0.174637
81, 0.634455, 0.166042
82, 0.637249, 0.163355
83, 0.638198, 0.162242
84, 0.638007, 0.15986
85, 0.637715, 0.157178
86, 0.637799, 0.152519
