Frame Number, Queue Density, Dynamic Density
1, 0.0093912, 0
2, 0.0197554, 0.00740818
3, 0.0308017, 0.0169306
4, 0.0429236, 0.0275995
5, 0.0560687, 0.0394321
6, 0.0699005, 0.0519298
7, 0.0839005, 0.0645247
8, 0.0974066, 0.0768279
9, 0.112566, 0.090463
10, 0.128865, 0.104488
11, 0.135668, 0.117596
12, 0.141748, 0.124217
13, 0.14796, 0.128762
14, 0.154485, 0.1318
15, 0.162536, 0.13467
16, 0.170691, 0.136029
17, 0.178586, 0.136864
18, 0.186881, 0.138027
19, 0.195495, 0.137767
20, 0.203565, 0.135881
21, 0.21211, 0.13611
22, 0.221363, 0.136929
23, 0.23038, 0.140236
24, 0.238202, 0.14541
25, 0.242911, 0.149005
26, 0.246556, 0.1535
27, 0.249722, 0.15894
28, 0.252488, 0.163926
29, 0.253002, 0.167736
30, 0.252565, 0.172202
31, 0.251444, 0.17423
32, 0.249329, 0.173131
33, 0.24714, 0.167571
34, 0.244537, 0.159486
35, 0.242429, 0.151173
36, 0.240542, 0.14163
37, 0.239077, 0.129747
38, 0.238204, 0.117276
39, 0.237875, 0.105194
40, 0.2379, 0.0923441
41, 0.23698, 0.0795201
42, 0.236539, 0.0683642
43, 0.235341, 0.0588133
44, 0.234299, 0.0501728
45, 0.233488, 0.0429568
46, 0.233023, 0.0366898
47, 0.234267, 0.0334228
48, 0.236011, 0.0321389
49, 0.236606, 0.0307608
50, 0.236728, 0.0303904
51, 0.237659, 0.0309275
52, 0.237886, 0.0312994
53, 0.23839, 0.0321914
54, 0.239449, 0.0335494
55, 0.240696, 0.0357052
56, 0.241372, 0.0384568
57, 0.241235, 0.0398889
58, 0.240045, 0.0397515
59, 0.23984, 0.0400509
60, 0.240037, 0.0406343
61, 0.240978, 0.0415201
62, 0.241435, 0.0422068
63, 0.242164, 0.042966
64, 0.242594, 0.0435386
65, 0.243573, 0.0438302
66, 0.245298, 0.0445309
67, 0.246451, 0.0451019
68, 0.250711, 0.0485247
69, 0.258281, 0.0559136
70, 0.268468, 0.0667361
71, 0.281645, 0.0802855
72, 0.298173, 0.0956034
73, 0.316165, 0.111824
74, 0.33483, 0.128935
75, 0.352795, 0.145921
76, 0.371608, 0.163858
77, 0.390775, 0.183665
78, 0.407329, 0.199789
79, 0.421204, 0.212568
80, 0.433036, 0.221841
81, 0.441613, 0.227002
82, 0.447752, 0.22986
83, 0.452103, 0.231261
84, 0.457702, 0.232583
85, 0.465412, 0.233144
86, 0.472665, 0.231117
87, 0.481063, 0.227142
88, 0.489616, 0.223775
89, 0.497955, 0.21985
90, 0.506032, 0.215801
91, 0.512202, 0.210451
92, 0.51813, 0.205205
93, 0.52421, 0.200265
94, 0.527804, 0.198063
95, 0.52919, 0.200267
96, 0.530946, 0.204344
97, 0.532111, 0.209526
98, 0.533982, 0.215032
99, 0.535477, 0.221548
100, 0.535972, 0.226755
101, 0.538654, 0.234111
102, 0.543864, 0.240566
103, 0.550215, 0.244299
104, 0.558068, 0.239767
105, 0.566261, 0.230131
106, 0.573824, 0.219418
107, 0.580244, 0.206897
108, 0.586877, 0.194637
109, 0.593545, 0.181599
110, 0.601478, 0.170349
111, 0.609232, 0.160286
112, 0.613883, 0.152048
113, 0.618252, 0.146335
114, 0.622417, 0.144324
115, 0.626131, 0.142128
116, 0.62831, 0.140559
117, 0.631031, 0.139208
118, 0.632869, 0.137159
119, 0.634793, 0.135588
120, 0.635401, 0.135861
121, 0.636356, 0.134744
122, 0.638395, 0.13316
123, 0.640041, 0.131142
124, 0.640964, 0.130228
125, 0.64013, 0.128017
126, 0.63983, 0.124172
127, 0.639179, 0.119583
128, 0.637935, 0.115822
129, 0.637988, 0.111244
130, 0.639525, 0.102952
131, 0.640829, 0.0940803
132, 0.642374, 0.0857732
133, 0.641827, 0.0788843
134, 0.641529, 0.0716026
135, 0.644339, 0.0665822
136, 0.647674, 0.0623013
137, 0.65129, 0.0611501
138, 0.655667, 0.05964
139, 0.659221, 0.0589298
140, 0.662459, 0.0595162
141, 0.665197, 0.0619244
142, 0.667764, 0.0634452
143, 0.67195, 0.0636196
144, 0.676296, 0.0630548
145, 0.67803, 0.0610297
146, 0.679512, 0.0589209
147, 0.679373, 0.0560938
148, 0.67872, 0.0531192
149, 0.678231, 0.0500417
150, 0.677505, 0.0467577
151, 0.679213, 0.0427913
152, 0.680642, 0.0395289
153, 0.681584, 0.0366354
154, 0.682081, 0.0338993
155, 0.6809, 0.0326123
156, 0.680366, 0.0315613
157, 0.682394, 0.0306076
158, 0.684625, 0.0303684
159, 0.685524, 0.0299626
160, 0.687078, 0.0303993
161, 0.686592, 0.0300517
162, 0.686, 0.0296929
163, 0.686569, 0.0304707
164, 0.686139, 0.0319529
165, 0.688987, 0.0331312
166, 0.691905, 0.0337373
167, 0.691517, 0.0331323
168, 0.691059, 0.0324109
169, 0.689935, 0.0320058
170, 0.687905, 0.0316524
171, 0.686254, 0.032272
172, 0.685254, 0.0331038
173, 0.683707, 0.0329371
174, 0.683475, 0.0322878
175, 0.683323, 0.0313974
176, 0.68265, 0.0314626
177, 0.682876, 0.0319533
178, 0.683145, 0.0320837
179, 0.684584, 0.0318731
180, 0.687045, 0.0314564
181, 0.687962, 0.0312766
182, 0.688062, 0.0306547
183, 0.688269, 0.0301331
184, 0.687958, 0.0299738
185, 0.687081, 0.0302654
186, 0.68584, 0.0296836
187, 0.685893, 0.0290201
188, 0.686243, 0.028946
189, 0.686554, 0.0298719
190, 0.68465, 0.030267
191, 0.684044, 0.0303765
192, 0.683818, 0.0311327
193, 0.682885, 0.0313441
194, 0.682756, 0.0319753
195, 0.682897, 0.0316775
196, 0.683482, 0.0321003
197, 0.684191, 0.0327099
198, 0.683763, 0.0331698
199, 0.683513, 0.0324722
